customer_id,tenure_months,monthly_charges,total_charges,number_of_orders,days_since_last_order,support_tickets,page_views_per_month,items_in_wishlist,abandoned_cart_count,discount_usage_rate,email_open_rate,mobile_app_usage,preferred_payment_method,customer_segment,churn
CUST000027,17,8.476280026120765,147.04189508150284,12,9,0,61.99700962588777,6,0,0.3020587172303041,0.1908429603580775,0,PayPal,Regular,0
CUST000028,21,85.1837925899841,1887.1374981629149,11,22,0,58.00899435856984,4,1,0.20088546557103165,0.20261777714753867,0,Credit Card,Regular,0
CUST000029,1,64.32090865391022,58.78718663397257,11,11,1,50.734860762546575,5,3,0.33305452953379305,0.40841171170956664,1,Debit Card,Occasional,0
CUST000030,22,240.79087347090805,4983.697385142555,11,46,1,56.190355789386324,3,2,0.20493173327987485,0.1837773030382666,1,PayPal,Regular,0
CUST000031,4,108.8481234543941,395.19326090755993,16,66,6,74.36944548551827,1,4,0.12435331003266376,0.1421758971934293,0,PayPal,Premium,1
CUST000032,1,84.50173594014299,75.84598123834186,5,40,2,104.44223754724638,1,2,0.06664375191003148,0.5960839879097986,0,Debit Card,Occasional,0
CUST000033,71,117.71592382037961,8790.752887893894,8,5,1,37.56678765511061,3,2,0.5020642154213942,0.3038594522570635,1,Credit Card,Occasional,0
CUST000034,80,2.2891290342343265,188.46881616511683,8,9,2,152.37945666830734,3,0,0.4153632849631348,0.6967683365384653,1,Credit Card,Occasional,0
CUST000035,39,48.92855629188616,2154.8378261515563,10,75,0,87.63661731937108,6,3,0.2244870199991019,0.32198914917358884,0,Debit Card,Occasional,0
CUST000036,8,55.62193175668635,441.53448074361773,12,17,1,68.11281209513255,1,3,0.1324587504818095,0.21232758482055109,0,PayPal,Regular,0
CUST000037,2,131.26384119578748,243.41221760913666,13,84,0,65.2576816152453,3,1,0.18590513561468186,0.19104300501670246,1,PayPal,Premium,0
CUST000038,27,34.55166816704375,908.5217327392028,13,14,1,10.939079377909822,6,2,0.10171186840134401,0.2325036440673439,0,Credit Card,Regular,0
CUST000039,13,96.82721836238302,1229.8237397685157,12,90,1,148.6629158465746,5,3,0.2925654638339774,0.297862247224053,0,Credit Card,Regular,0
CUST000040,3,78.33304339383173,249.54018316513893,12,78,0,77.5740534792107,2,2,0.3530396287945357,0.5389513866080489,1,PayPal,Regular,0
CUST000041,16,51.26216830737751,710.0582347691069,14,32,1,28.542229382148445,4,3,0.3377588857827344,0.39552369720707087,0,Debit Card,Occasional,0
CUST000042,0,54.18416101331758,0.0,6,0,1,18.55163805895427,2,2,0.08850915168788445,0.21831914245353357,0,Credit Card,Premium,0
CUST000043,57,77.77542186335123,4071.656462542748,12,15,1,78.66318360927835,2,1,0.2910357344971443,0.21008029295446767,0,Credit Card,Occasional,0
CUST000044,7,11.843265168757638,82.28360075257768,11,72,0,38.85567881003635,1,2,0.3406719310502608,0.29766620285782336,1,Debit Card,Regular,0
CUST000045,26,144.8375318512538,4303.91849673779,12,64,0,49.616452871157996,3,5,0.34926708420819025,0.1886275042302907,1,Credit Card,Regular,1
CUST000046,8,42.39624646380885,310.5205784847759,8,6,1,48.35812850318072,2,1,0.40819401247771847,0.33116367021480636,1,PayPal,Premium,0
CUST000047,17,67.66308798483944,936.9233748598139,8,15,3,49.499141749442906,6,2,0.03053491688850641,0.13866337958401506,0,Credit Card,Regular,0
CUST000048,18,234.9666287268596,3889.6910462513206,8,54,0,16.528555797227135,5,0,0.26904595676292414,0.5301218530586834,1,Credit Card,Occasional,0
CUST000049,4,146.57431380586158,534.7886670136835,11,25,1,96.24252500311869,3,5,0.1335993100117966,0.37290995561812007,1,PayPal,Regular,0
CUST000050,83,28.92442060408349,2527.1397369211777,1,56,1,37.888817198375534,4,2,0.13386414589381446,0.37902001077697955,1,Debit Card,Occasional,0
CUST000051,35,1.58534350381154,52.901333338549456,13,52,2,44.47197113329047,5,4,0.14583160368746653,0.18663724727088624,1,PayPal,Regular,0
CUST000052,67,121.3541436781632,9378.310323349066,11,71,1,32.669051999872195,4,1,0.29949624860288576,0.39306998209551014,1,Credit Card,Regular,0
CUST000053,54,69.83692453331662,4036.0210588950918,7,3,0,83.42218783382324,4,3,0.34292148948803863,0.26100767386481477,0,Debit Card,Premium,0
CUST000054,21,97.26154666851907,1840.8426762714396,10,4,2,32.21170517009541,1,2,0.04499732357399722,0.4436122207825327,1,PayPal,Regular,1
CUST000055,61,143.1911309754259,9726.978224822136,14,2,1,26.237415442568953,4,1,0.06229680457196135,0.4604598840440658,1,PayPal,Occasional,0
CUST000056,2,159.17521190577443,276.57063661752875,10,82,0,75.42134807230275,2,1,0.41223022035969137,0.4659755764430902,0,Credit Card,Regular,1
CUST000057,5,59.30793057146765,305.1883031932591,7,19,2,43.37777524187699,5,2,0.012936255470709439,0.06429683585972962,1,PayPal,Occasional,0
CUST000058,1,76.77786242608298,74.09014742022806,14,1,1,64.39908097232171,2,2,0.10789554445706945,0.44816820342086355,0,PayPal,Occasional,0
CUST000059,9,111.38664059806918,909.2307408692224,13,11,1,36.240885439534274,5,3,0.23416330022982107,0.2959930382034047,0,Debit Card,Occasional,0
CUST000060,11,116.71444175101125,1094.6269695738838,13,12,1,26.7778981537311,6,2,0.3627353876270956,0.3624748284889896,0,Credit Card,Premium,0
CUST000061,7,96.55368834568428,603.4673313692149,7,49,0,40.544308730970315,3,0,0.27059452224051955,0.35209937605189545,0,Debit Card,Regular,0
CUST000062,42,217.83563191780902,7094.78009050892,12,39,3,87.94199534566951,3,1,0.29672452683907086,0.38890003610687296,1,PayPal,Occasional,0
CUST000063,10,115.77674285923105,1319.063416678467,9,35,1,40.11469860745499,2,2,0.2628749272863531,0.4190400884128434,1,Credit Card,Regular,0
CUST000064,7,141.71660399293611,991.5964969668455,10,0,1,92.29795349788216,5,3,0.4551797434590209,0.5260059122020615,1,PayPal,Regular,0
CUST000065,18,102.69107928450634,1569.6258970460012,6,72,0,38.589056459291456,2,1,0.27423120282600055,0.21164330983606508,0,Credit Card,Occasional,0
CUST000066,3,34.311624560485356,78.81136182242659,13,7,1,68.01891124197405,1,2,0.33933189441982814,0.2303483123936312,1,PayPal,Regular,0
CUST000067,38,48.793092311471995,2075.1324304749487,10,29,3,47.96282896644425,4,3,0.3105074276748375,0.14445057941769812,0,Credit Card,Occasional,0
CUST000068,1,27.72735644507022,26.686102808223502,13,1,1,38.94094511513349,4,3,0.5191262737633978,0.4230954022810241,0,Credit Card,Regular,1
CUST000069,104,171.56211267368852,19057.043474896833,11,2,0,28.523333609448137,5,1,0.22545157235537513,0.10770945624505432,0,PayPal,Regular,0
CUST000070,35,18.271107966264154,755.128772288738,10,0,1,37.5244310772846,3,5,0.23817502212403346,0.33756907673332376,0,PayPal,Occasional,0
CUST000071,5,74.32537415446629,408.2748081907476,9,25,0,55.038671237213386,1,1,0.5592493347491716,0.07861706315121303,0,Credit Card,Occasional,1
CUST000072,0,62.02313703467115,0.0,9,29,2,16.869179241557145,1,1,0.1665194956271418,0.20123926906028158,0,Credit Card,Regular,0
CUST000073,40,60.6951899599124,2451.894290466835,4,1,1,27.035351085867738,7,0,0.14819424974177164,0.2714822957829633,1,Credit Card,Regular,0
CUST000074,29,65.12147477062551,1898.509406198529,10,10,0,67.01083273487751,1,2,0.42719212704068515,0.5064831520807174,1,Credit Card,Regular,0
CUST000075,31,245.44262268600576,7023.081402902274,9,57,1,21.768299878521184,1,2,0.38028645861450816,0.09851929622087272,1,Debit Card,Regular,0
CUST000076,35,10.82286843158273,387.6922715444883,11,3,0,51.870371799164054,4,2,0.40389019901453255,0.35526940440882565,1,Debit Card,Occasional,0
CUST000077,1,199.85487884785132,198.0787336480563,8,7,2,77.80133967649556,2,5,0.41458401010847384,0.22401784423257398,1,PayPal,Regular,0
CUST000078,10,69.67606480614296,643.4214057972556,6,16,2,104.68669385010813,6,2,0.31573076888124796,0.28574288902189104,0,PayPal,Occasional,0
CUST000079,2,152.04512993672722,269.68001328708397,10,55,0,14.007097619687269,5,1,0.16770013250848598,0.40145326001605003,1,PayPal,Regular,0
CUST000080,47,88.59136390558453,4068.8027738051273,13,8,2,53.40161932541104,1,5,0.17372977980996238,0.5903586470984371,1,Credit Card,Regular,0
CUST000081,23,30.6317409115895,707.5940874701151,12,175,1,128.15566171212683,2,2,0.1672237153909226,0.38269703257453325,1,Credit Card,Premium,0
CUST000082,9,212.76861856072978,2076.322750656223,12,13,1,107.93258576265018,1,1,0.1441514127038323,0.25706474656661715,0,PayPal,Regular,0
CUST000083,1,191.14678727625324,216.5211905616141,15,14,1,18.346171375927266,6,4,0.3095129662795134,0.5468727285525861,1,Debit Card,Regular,0
CUST000084,8,32.89337642398305,246.43893261961531,11,3,1,59.75379177483562,3,0,0.45601317097368343,0.25043527529426146,1,Debit Card,Regular,0
CUST000085,9,127.98516787096024,1158.2162938847637,8,34,0,34.09531642402773,2,0,0.5193822970682859,0.3396803756303335,0,Credit Card,Regular,0
CUST000086,31,50.76094172468238,1431.4716404627088,10,8,0,34.76683902906875,7,1,0.22801572894097605,0.45576410590875116,1,PayPal,Occasional,0
CUST000087,24,19.162144811322907,504.0394474124334,7,29,1,36.751982002392,1,3,0.07613265558073838,0.21689569288363733,1,PayPal,Occasional,0
CUST000088,52,42.491728740840436,1938.6029078877798,7,7,1,76.80612696989586,2,2,0.3728786033425952,0.09307262968567077,1,Credit Card,Occasional,0
CUST000089,15,204.50569010856975,2598.419801516723,10,14,2,63.41578068624859,6,2,0.3547076835256253,0.20276090039702832,1,Debit Card,Occasional,0
CUST000090,3,154.62394936710493,374.6511497267913,11,58,2,63.29810868887879,2,1,0.19665814768953646,0.05510708129673407,0,Debit Card,Regular,0
CUST000091,29,65.7464963142246,1945.8890144290915,5,40,2,61.46299456820357,2,1,0.3221031328884619,0.1969984561002049,0,PayPal,Occasional,0
CUST000092,34,205.153529455368,5995.668745099412,11,5,0,29.426543790004374,1,3,0.35711849373585997,0.18794007611914282,1,Debit Card,Occasional,0
CUST000093,19,181.3580987980743,3657.99806381699,11,28,1,27.014356706171316,2,3,0.31460682050798827,0.26055505591985084,1,PayPal,Regular,0
CUST000094,35,42.5521366080447,1339.2157573109141,12,29,2,23.460989481346957,3,3,0.470194394393074,0.056532795596571074,0,Credit Card,Premium,0
CUST000095,16,238.99660363420134,2988.278549646801,11,2,0,48.5414658206333,5,1,0.5545830853310819,0.5301180729948928,0,Debit Card,Occasional,0
CUST000096,17,61.51776640013977,1101.5728264004701,13,18,0,13.760929792906706,2,1,0.2778243099290118,0.27799046004076766,1,Credit Card,Regular,0
CUST000097,13,68.6284017292179,820.5473041475103,11,9,0,62.407978618783275,4,0,0.5367749251144459,0.3216548584940144,1,Debit Card,Regular,0
CUST000098,0,11.184907148369726,0.0,13,18,1,115.65927675877748,2,0,0.4650870459169741,0.28641548414312273,0,Credit Card,Regular,0
CUST000099,2,49.941995814115295,105.14137415448599,8,45,1,65.0199525215456,4,3,0.17637256742610985,0.2088753668479366,0,PayPal,Occasional,1
CUST000100,0,74.78047333897699,0.0,15,5,3,69.62745371730531,2,3,0.2698558901790513,0.12754238428166317,1,PayPal,Occasional,0
CUST000101,24,104.81330434519724,2490.1018902662336,12,3,1,32.8831090761505,5,7,0.16917319301668596,0.45110322658934854,1,Debit Card,Regular,0
CUST000102,9,30.734571390566646,290.13483044204054,13,9,0,39.41611332753111,6,0,0.4984021651110902,0.24173304988171515,1,Debit Card,Regular,0
CUST000103,17,44.31495337221803,683.6094744264494,9,91,0,47.51030400780033,1,2,0.4451789219677825,0.17904738108337406,1,Credit Card,Occasional,1
CUST000104,57,242.47489707400823,13338.331873805262,8,41,1,46.18599564319342,3,4,0.2571926019225266,0.404803146448216,0,Credit Card,Occasional,0
CUST000105,6,173.2788485480824,901.5453216584049,9,0,0,62.60421587621696,4,4,0.23715843015741223,0.28622766703947805,0,PayPal,Regular,0
CUST000106,12,195.3469085373427,2399.8503287037192,13,15,0,109.19581806830831,3,1,0.13416997009692352,0.6437122641512422,0,Credit Card,Occasional,1
CUST000107,33,79.77555134045846,2764.2498207596586,7,8,1,46.826488501058996,5,4,0.07030378785566258,0.44346478364336495,1,Debit Card,Regular,0
CUST000108,6,107.10735535659603,638.1819896769993,10,30,1,95.80151555231413,6,2,0.15138616263515328,0.34725338531935035,0,Debit Card,Premium,0
CUST000109,1,130.00597075545852,141.34212597920765,5,18,2,51.17366973900258,5,1,0.3256253478793322,0.18373769051213779,1,Debit Card,Regular,0
CUST000110,8,240.13430395243108,1866.39515874647,7,100,0,21.000028498957207,4,1,0.46234464250296103,0.2928166410106014,1,Debit Card,Regular,0
CUST000111,4,18.71291216082531,71.51193572967674,10,7,0,54.81745136649444,4,1,0.4499873355999321,0.3980075512684258,0,Credit Card,Occasional,0
CUST000112,63,54.32525801816104,3139.3673025664652,12,26,2,57.2054223758377,3,3,0.29423575056735585,0.491652165085424,1,Debit Card,Regular,0
CUST000113,39,100.06230740162145,3282.630235744247,10,36,1,21.545064268012748,2,1,0.3027893723473689,0.3375680931937963,1,Debit Card,Premium,0
CUST000114,24,89.01626658837571,1991.3685939746392,7,52,3,102.70374856945548,2,1,0.08915494101748757,0.1787431805003212,1,PayPal,Regular,0
CUST000115,49,43.82014587984967,2208.9441972141594,11,15,0,71.00091551635076,5,1,0.4107017860870551,0.25943849582986855,1,Credit Card,Premium,0
CUST000116,39,122.1512071416951,4040.0874189872575,12,34,2,86.23722334042468,5,1,0.5082798484821918,0.14572659230141516,0,Debit Card,Premium,0
CUST000117,4,56.15920382113118,201.1718350407331,4,10,0,88.96847124271929,3,3,0.508610503618263,0.1372193241697396,1,Debit Card,Regular,0
CUST000118,53,84.16416464338054,4108.324844643504,8,17,1,28.347227452351053,1,1,0.3122117301064819,0.3033003354353596,1,Credit Card,Premium,0
CUST000119,18,118.30173431644069,2481.7674766462583,9,67,1,89.1464884190107,4,3,0.3302063130009654,0.29620526569847416,0,PayPal,Regular,0
CUST000120,39,58.40318389068548,2218.944796122124,9,89,1,16.370313114560094,6,2,0.20154182700671364,0.2549375600025698,1,Credit Card,Regular,0
CUST000121,54,145.79409661354185,8603.760943974325,15,38,0,52.67619401480949,4,1,0.42245223919851643,0.10761368987348774,1,Credit Card,Premium,0
CUST000122,9,164.59591368980807,1494.0483095851603,17,14,2,38.66497793062757,4,2,0.2239547677633814,0.20522882250068736,1,PayPal,Occasional,0
CUST000123,2,45.30639673433309,84.49230541719237,16,51,0,21.726934238813612,2,4,0.3652535812065326,0.16341158404888736,1,Debit Card,Regular,0
CUST000124,6,55.824300860158196,349.819097184901,9,0,3,69.3721663716533,5,1,0.15079588351775364,0.5700555320285249,0,Credit Card,Occasional,0
CUST000125,13,35.22890088038605,493.32104709112207,12,3,0,74.95702457375286,2,1,0.12697662850273964,0.470237231463346,1,Debit Card,Regular,0
CUST000126,40,82.73519606901203,3049.25372175167,12,32,2,27.659011313740407,1,1,0.5967458064422063,0.34537161912689374,0,PayPal,Occasional,0
CUST000127,47,104.76099634812373,4249.85596937433,9,10,1,51.00743746877144,2,2,0.22738993299117452,0.2935116646087476,0,Debit Card,Regular,0
CUST000128,0,63.10220643532579,0.0,6,90,3,67.60031817253517,4,0,0.25304807530820483,0.2828351703614409,0,Credit Card,Regular,0
CUST000129,17,102.62289474476387,1708.7943755422834,11,17,2,9.785843089615646,2,0,0.36876767500439817,0.173566932237201,1,PayPal,Regular,0
CUST000130,12,54.59598904187142,688.0277269992489,6,16,1,73.62656677554003,5,3,0.2511617576692846,0.28535624552035016,1,Debit Card,Occasional,0
CUST000131,6,56.092353535121035,343.9507023613583,6,34,1,24.86567249042487,9,2,0.7628778113544733,0.22541492575206637,1,Debit Card,Regular,0
CUST000132,3,108.7577436630878,388.4943526074205,7,43,0,25.783569517616808,2,1,0.2591186858372101,0.4151226327354789,1,Debit Card,Premium,0
CUST000133,9,59.22949613869889,613.2793755483649,14,19,0,72.92066901528355,3,1,0.10238638580660078,0.30768980717487004,0,Credit Card,Occasional,0
CUST000134,68,79.32480815522662,6768.526833039303,12,7,0,24.458288515200746,0,0,0.16459976785738578,0.2631160339954049,0,Debit Card,Regular,0
CUST000135,9,111.58192633958205,1105.4910977331062,9,44,0,89.71645414837695,2,2,0.1302469816594759,0.3727206268267706,1,PayPal,Occasional,0
CUST000136,17,101.52937440500496,1525.3214738791228,7,11,2,43.82671374671381,6,2,0.3328972351173623,0.313342118977113,1,Credit Card,Regular,0
CUST000137,29,55.24788080015527,1561.1068112541163,4,5,0,36.21860027260173,4,5,0.2134986955180582,0.40151175163032254,1,PayPal,Regular,0
CUST000138,10,176.12676476361634,2313.6883984062147,18,29,2,80.37132706798936,1,0,0.3042745565409049,0.24964004834783857,1,PayPal,Occasional,0
CUST000139,85,125.90753769316552,11617.158428776125,6,2,0,51.675554038778756,1,0,0.09344563791257,0.5096972472936313,1,PayPal,Regular,0
CUST000140,78,100.07157028239533,7312.63997348679,11,106,2,55.61108707992041,2,2,0.18376140627348747,0.20859010896372682,1,Credit Card,Premium,1
CUST000141,6,30.911217874400815,209.68577998973018,12,30,0,22.306495918193036,6,3,0.049639511959655755,0.2665189148879697,0,Credit Card,Occasional,0
CUST000142,16,90.67392891647808,1139.243315903164,13,127,1,141.03728425872072,0,0,0.34551224183209783,0.33945931331169177,1,PayPal,Regular,0
CUST000143,8,49.09028291466937,390.38769201711324,10,12,2,119.73968026587426,3,0,0.23084768808971623,0.17841864969882362,1,PayPal,Regular,0
CUST000144,8,119.46633553266737,1029.3665960101903,12,106,0,53.07748986831051,1,1,0.6894997843986526,0.3016888838104828,1,Credit Card,Premium,0
CUST000145,0,1.5148918153473703,0.0,8,4,0,39.95211882155515,2,0,0.12736268567973438,0.33211057399962907,1,Debit Card,Regular,0
CUST000146,22,67.85762733074442,1447.3383969186,6,1,0,64.97800487653731,2,2,0.21934215995681103,0.12802299726115302,1,Debit Card,Regular,0
CUST000147,16,53.20399156767587,864.2269078662367,5,1,0,17.242989890406392,4,2,0.1113004455909137,0.4287720475700725,0,PayPal,Regular,0
CUST000148,1,146.1716827223629,154.732819136111,13,18,2,60.90672228602173,4,5,0.6244446477663158,0.27313500718346856,1,Debit Card,Regular,0
CUST000149,7,11.712014686922087,89.61832775538704,8,2,3,6.936655732508483,3,2,0.1831165699779946,0.3430078115388772,0,Debit Card,Occasional,1
CUST000150,57,86.30442178699887,5390.428759836217,8,21,1,42.08358409297105,1,1,0.29657563433032463,0.22211873766107784,1,PayPal,Occasional,0
CUST000151,6,124.81912578170098,740.9520783418055,4,11,0,23.213861724144564,1,3,0.5719088717679573,0.4256675936190525,1,Debit Card,Regular,0
CUST000152,3,269.8123199612613,951.523878952685,10,12,1,73.95142773192256,1,1,0.26413701847986404,0.312818206462278,1,Credit Card,Premium,0
CUST000153,16,55.94338635557635,987.2658042957125,9,30,1,34.887535464981276,1,1,0.44383314160995746,0.10405409540228173,0,PayPal,Premium,0
CUST000154,101,106.08059852029359,10224.152952020151,10,5,0,20.888135934712242,7,2,0.22805118441890282,0.44823452769317995,0,PayPal,Regular,0
CUST000155,6,12.706889397334429,79.55601813355769,12,43,1,90.73983968623118,2,1,0.3293203484656715,0.6124729950987531,0,Debit Card,Regular,0
CUST000156,26,82.97493295618445,1987.524308912627,13,26,0,253.4475216758084,0,4,0.45179227160064384,0.194534672756499,0,Debit Card,Regular,0
CUST000157,34,184.902130366283,6545.523199186706,15,73,0,47.93442732816977,1,2,0.3661898026535393,0.31383216157025795,1,Credit Card,Premium,0
CUST000158,6,271.5353131232698,1973.3425561521215,9,13,2,64.37665153018835,3,0,0.06813399309767612,0.26869512906600806,0,Credit Card,Regular,0
CUST000159,31,113.46714516493486,3333.98811809819,16,121,3,31.193178287045377,2,3,0.19466656903912224,0.0818642259361567,1,Credit Card,Regular,0
CUST000160,11,17.50070277753829,150.15839147366503,11,25,2,36.003062587177574,4,7,0.5422647102482915,0.2741118597372893,1,Debit Card,Regular,0
CUST000161,24,205.03463393260267,5504.742558496474,8,108,1,109.89050759313672,5,1,0.203732529103665,0.1939510185771565,1,Debit Card,Regular,1
CUST000162,24,17.680276887087132,458.15558224735724,12,0,2,71.05598978043963,0,1,0.14930534725257302,0.45437436479173676,1,Debit Card,Regular,0
CUST000163,18,28.031365883661906,496.8147613382663,8,39,1,71.88147071479919,5,4,0.2853626294933136,0.34069062837077896,1,Credit Card,Premium,0
CUST000164,2,216.74478906474434,404.5745116200969,10,50,0,33.258210562856505,3,0,0.0660370620743884,0.21911001930794485,1,PayPal,Regular,0
CUST000165,43,78.38487983293933,3493.729208801883,13,1,1,27.248911657569977,1,2,0.10838733275957646,0.2619121020507716,0,PayPal,Premium,0
CUST000166,9,50.76105484179775,416.65577138913966,12,25,1,122.1533801186829,4,1,0.19691697149391565,0.49930911774558806,0,Debit Card,Occasional,0
CUST000167,4,137.05885598918456,593.6971659459649,10,48,0,48.033638110393625,1,2,0.43991884775028517,0.06370894642564222,1,PayPal,Regular,0
CUST000168,0,94.39475573960937,0.0,8,24,0,68.78403341044161,7,1,0.23363200857959776,0.5503279267539095,0,PayPal,Regular,0
CUST000169,21,173.80288180064161,3601.798229481851,10,1,2,28.863092273786908,4,1,0.1856088656039315,0.47956892998121026,1,Debit Card,Regular,0
CUST000170,27,97.68502258812336,2417.647134411112,5,35,2,13.252903761281525,2,4,0.06580121499492636,0.4194682465087128,1,PayPal,Occasional,0
CUST000171,0,99.35791700968576,0.0,10,1,1,41.99876829755865,2,2,0.608169756674415,0.1325506107826063,1,PayPal,Regular,0
CUST000172,17,169.63240190801986,2665.0522912385195,7,51,2,123.66660208933796,3,0,0.24628282536526863,0.551307783474867,0,Debit Card,Premium,0
CUST000173,6,77.55279520356608,445.7871074880377,5,1,1,65.03709785583973,2,3,0.3325566097911018,0.24945699218107764,0,PayPal,Premium,0
CUST000174,24,38.15998561414402,1055.7525070964693,10,4,0,64.61493711965443,1,3,0.20050818730790285,0.2844007329240591,0,PayPal,Premium,0
CUST000175,4,142.60266853229885,632.715670306587,11,9,0,40.1289095783654,6,5,0.2867664819994606,0.09483016717325847,0,Credit Card,Regular,0
CUST000176,28,65.8834880804098,1797.8268815116262,7,30,0,48.69946296448268,4,3,0.04795491228480528,0.2457416088609759,1,Credit Card,Occasional,0
CUST000177,11,103.55631946711246,1152.1820703164115,10,112,2,54.04275357865508,4,1,0.36168410280129504,0.26732907390150956,1,Debit Card,Occasional,1
CUST000178,66,9.492663612099935,616.0918034796348,12,3,0,59.376662502299,2,2,0.18850202680354552,0.47037669152739037,1,Debit Card,Regular,0
CUST000179,3,75.09164508380161,257.3302320981139,7,4,0,21.518469473281883,3,2,0.35293266073979407,0.2675846891152749,1,Credit Card,Regular,0
CUST000180,10,53.89213120152707,538.7146690361617,15,13,3,99.31931579285202,3,2,0.5424457552710463,0.2505865598352902,0,Credit Card,Regular,0
CUST000181,2,9.09978489383896,17.13039283496656,13,54,1,72.0776466387518,3,1,0.2671848827877927,0.41876426848058823,1,Debit Card,Occasional,0
CUST000182,62,76.96516385880116,4944.272438024235,8,18,3,55.65882671007748,2,0,0.26364069186363265,0.5815883921107987,0,Credit Card,Regular,0
CUST000183,50,79.01287833783968,3635.535362194708,11,11,1,82.01294162759466,3,2,0.39729504695934675,0.29818584461942066,0,PayPal,Occasional,0
CUST000184,7,109.104610990823,876.4954502950923,11,24,0,92.42603145215712,5,4,0.4395456958594184,0.13200941676434627,1,Credit Card,Occasional,0
CUST000185,25,182.80922472238356,4511.367744657615,6,9,1,82.02547265831838,4,5,0.13215427205975905,0.18419928743833672,0,Debit Card,Regular,0
