OrderID,OrderYear,OrderMonth,OrderDay,OrderDate,ProductID,CustomerID,Region,Quantity,UnitPrice,ProductName,Category,TotalSales
ORD-1018,2022,5,4,2022-05-04 17:58:44.392414,P009,CUST-10,East,1,17.21,Conference Table,Office Equipment,18.931
ORD-1019,2022,5,4,2022-05-04 17:58:44.392414,P004,CUST-48,North,6,12.19,Wireless Mouse,Electronics,80.45400000000001
ORD-1020,2022,5,7,2022-05-07 17:58:44.392414,P006,CUST-48,North,9,53.73,Desk Lamp,Electronics,531.927
ORD-1021,2022,5,7,2022-05-07 17:58:44.392414,P004,CUST-7,North,1,159.01,Wireless Mouse,Accessories,174.911
ORD-1022,2022,5,7,2022-05-07 17:58:44.392414,P003,CUST-3,West,1,116.29,Ergonomic Keyboard,Electronics,127.91900000000001
ORD-1023,2022,5,8,2022-05-08 17:58:44.392414,P006,CUST-32,West,8,149.21,Desk Lamp,Office Equipment,1313.0480000000002
ORD-1024,2022,5,8,2022-05-08 17:58:44.392414,P010,CUST-8,South,5,59.01,Projector Screen,Storage,324.55500000000006
ORD-1025,2022,5,9,2022-05-09 17:58:44.392414,P010,CUST-40,South,9,198.89,Projector Screen,Electronics,1969.011
ORD-1026,2022,5,9,2022-05-09 17:58:44.392414,P008,CUST-12,West,1,91.3,Whiteboard,Electronics,100.43
ORD-1027,2022,5,10,2022-05-10 17:58:44.392414,P009,CUST-8,East,5,10.97,Conference Table,Office Equipment,60.33500000000001
ORD-1028,2022,5,10,2022-05-10 17:58:44.392414,P005,CUST-26,North,1,31.47,Monitor Stand,Storage,34.617000000000004
ORD-1029,2022,5,10,2022-05-10 17:58:44.392414,P010,CUST-23,East,8,96.5,Projector Screen,Accessories,849.2
ORD-1030,2022,5,11,2022-05-11 17:58:44.392414,P010,CUST-16,South,3,198.57,Projector Screen,Office Equipment,655.2810000000001
ORD-1031,2022,5,11,2022-05-11 17:58:44.392414,P005,CUST-3,South,8,61.65,Monitor Stand,Storage,542.52
ORD-1032,2022,5,11,2022-05-11 17:58:44.392414,P010,CUST-4,East,5,110.79,Projector Screen,Accessories,609.3450000000001
ORD-1033,2022,5,12,2022-05-12 17:58:44.392414,P008,CUST-27,South,9,125.96,Whiteboard,Office Equipment,1247.004
ORD-1034,2022,5,12,2022-05-12 17:58:44.392414,P009,CUST-2,South,6,176.46,Conference Table,Accessories,1164.6360000000002
ORD-1035,2022,5,12,2022-05-12 17:58:44.392414,P007,CUST-6,West,8,165.81,Filing Cabinet,Storage,1459.1280000000002
ORD-1036,2022,5,13,2022-05-13 17:58:44.392414,P004,CUST-6,East,2,80.51,Wireless Mouse,Office Equipment,177.122
ORD-1037,2022,5,15,2022-05-15 17:58:44.392414,P003,CUST-17,North,3,97.77,Ergonomic Keyboard,Electronics,322.641
ORD-1038,2022,5,16,2022-05-16 17:58:44.392414,P008,CUST-27,West,3,102.67,Whiteboard,Furniture,338.81100000000004
ORD-1039,2022,5,16,2022-05-16 17:58:44.392414,P001,CUST-38,North,8,28.4,Premium Office Chair,Office Equipment,249.92000000000002
ORD-1040,2022,5,16,2022-05-16 17:58:44.392414,P007,CUST-47,North,4,173.69,Filing Cabinet,Furniture,764.2360000000001
ORD-1041,2022,5,20,2022-05-20 17:58:44.392414,P007,CUST-20,West,7,108.87,Filing Cabinet,Storage,838.2990000000001
ORD-1042,2022,5,20,2022-05-20 17:58:44.392414,P006,CUST-7,South,5,41.4,Desk Lamp,Storage,227.70000000000002
ORD-1043,2022,5,21,2022-05-21 17:58:44.392414,P010,CUST-7,West,8,48.0,Projector Screen,Office Equipment,422.40000000000003
ORD-1044,2022,5,21,2022-05-21 17:58:44.392414,P006,CUST-42,North,7,109.04,Desk Lamp,Electronics,839.6080000000002
ORD-1045,2022,5,21,2022-05-21 17:58:44.392414,P003,CUST-2,South,5,105.07,Ergonomic Keyboard,Office Equipment,577.885
ORD-1046,2022,5,22,2022-05-22 17:58:44.392414,P005,CUST-45,South,9,36.99,Monitor Stand,Furniture,366.2010000000001
ORD-1047,2022,5,22,2022-05-22 17:58:44.392414,P004,CUST-36,North,6,143.79,Wireless Mouse,Office Equipment,949.0140000000001
ORD-1048,2022,5,22,2022-05-22 17:58:44.392414,P008,CUST-14,East,3,75.03,Whiteboard,Office Equipment,247.59900000000002
ORD-1049,2022,5,22,2022-05-22 17:58:44.392414,P004,CUST-18,West,4,61.35,Wireless Mouse,Storage,269.94000000000005
ORD-1050,2022,5,22,2022-05-22 17:58:44.392414,P004,CUST-11,West,2,117.95,Wireless Mouse,Accessories,259.49
ORD-1051,2022,5,22,2022-05-22 17:58:44.392414,P004,CUST-33,East,5,185.84,Wireless Mouse,Accessories,1022.1200000000001
ORD-1052,2022,5,22,2022-05-22 17:58:44.392414,P002,CUST-2,South,4,22.7,Standard Desk,Furniture,99.88000000000001
ORD-1053,2022,5,22,2022-05-22 17:58:44.392414,P010,CUST-44,West,5,16.77,Projector Screen,Storage,92.235
ORD-1054,2022,5,22,2022-05-22 17:58:44.392414,P004,CUST-16,East,9,39.32,Wireless Mouse,Office Equipment,389.26800000000003
ORD-1055,2022,5,24,2022-05-24 17:58:44.392414,P001,CUST-41,North,7,181.08,Premium Office Chair,Office Equipment,1394.3160000000003
ORD-1056,2022,5,24,2022-05-24 17:58:44.392414,P003,CUST-18,East,9,171.19,Ergonomic Keyboard,Office Equipment,1694.7810000000002
ORD-1057,2022,5,24,2022-05-24 17:58:44.392414,P007,CUST-31,West,6,140.11,Filing Cabinet,Office Equipment,924.7260000000001
ORD-1058,2022,5,24,2022-05-24 17:58:44.392414,P008,CUST-14,East,8,112.61,Whiteboard,Furniture,990.9680000000001
ORD-1059,2022,5,25,2022-05-25 17:58:44.392414,P001,CUST-24,North,4,152.43,Premium Office Chair,Office Equipment,670.6920000000001
ORD-1060,2022,5,25,2022-05-25 17:58:44.392414,P003,CUST-22,North,4,94.9,Ergonomic Keyboard,Storage,417.56000000000006
ORD-1061,2022,5,25,2022-05-25 17:58:44.392414,P007,CUST-21,West,4,74.09,Filing Cabinet,Furniture,325.99600000000004
ORD-1062,2022,5,25,2022-05-25 17:58:44.392414,P006,CUST-18,North,4,87.28,Desk Lamp,Storage,384.03200000000004
ORD-1063,2022,5,26,2022-05-26 17:58:44.392414,P009,CUST-32,North,9,186.29,Conference Table,Accessories,1844.271
ORD-1064,2022,5,26,2022-05-26 17:58:44.392414,P008,CUST-26,South,6,107.55,Whiteboard,Storage,709.83
ORD-1065,2022,5,26,2022-05-26 17:58:44.392414,P007,CUST-39,South,8,125.05,Filing Cabinet,Furniture,1100.44
ORD-1066,2022,5,28,2022-05-28 17:58:44.392414,P008,CUST-36,West,2,104.97,Whiteboard,Accessories,230.93400000000003
ORD-1067,2022,5,28,2022-05-28 17:58:44.392414,P002,CUST-16,South,7,131.4,Standard Desk,Accessories,1011.7800000000002
ORD-1068,2022,5,30,2022-05-30 17:58:44.392414,P009,CUST-42,East,3,184.11,Conference Table,Electronics,607.5630000000001
ORD-1069,2022,5,30,2022-05-30 17:58:44.392414,P004,CUST-33,South,4,79.22,Wireless Mouse,Electronics,348.56800000000004
ORD-1070,2022,5,30,2022-05-30 17:58:44.392414,P010,CUST-9,North,5,28.3,Projector Screen,Electronics,155.65
ORD-1071,2022,5,30,2022-05-30 17:58:44.392414,P005,CUST-21,North,2,69.44,Monitor Stand,Office Equipment,152.768
ORD-1072,2022,5,31,2022-05-31 17:58:44.392414,P004,CUST-5,East,5,40.72,Wireless Mouse,Electronics,223.96
ORD-1073,2022,5,31,2022-05-31 17:58:44.392414,P006,CUST-5,East,2,122.67,Desk Lamp,Storage,269.874
ORD-1074,2022,6,1,2022-06-01 17:58:44.392414,P004,CUST-49,South,9,182.98,Wireless Mouse,Furniture,1976.1839999999997
ORD-1075,2022,6,1,2022-06-01 17:58:44.392414,P006,CUST-41,South,6,159.49,Desk Lamp,Storage,1148.328
ORD-1076,2022,6,2,2022-06-02 17:58:44.392414,P001,CUST-42,South,9,154.36,Premium Office Chair,Electronics,1667.0880000000002
ORD-1077,2022,6,3,2022-06-03 17:58:44.392414,P008,CUST-37,South,4,68.33,Whiteboard,Storage,327.984
ORD-1078,2022,6,4,2022-06-04 17:58:44.392414,P005,CUST-39,East,5,121.27,Monitor Stand,Electronics,727.62
ORD-1079,2022,6,5,2022-06-05 17:58:44.392414,P003,CUST-30,West,2,115.5,Ergonomic Keyboard,Furniture,277.2
ORD-1080,2022,6,6,2022-06-06 17:58:44.392414,P003,CUST-43,East,7,24.19,Ergonomic Keyboard,Office Equipment,203.196
ORD-1081,2022,6,6,2022-06-06 17:58:44.392414,P006,CUST-34,East,7,109.69,Desk Lamp,Storage,921.3959999999998
ORD-1082,2022,6,6,2022-06-06 17:58:44.392414,P009,CUST-6,North,8,162.02,Conference Table,Electronics,1555.392
ORD-1083,2022,6,6,2022-06-06 17:58:44.392414,P008,CUST-37,East,8,89.58,Whiteboard,Furniture,859.968
ORD-1084,2022,6,7,2022-06-07 17:58:44.392414,P009,CUST-12,South,1,57.35,Conference Table,Storage,68.82
ORD-1085,2022,6,7,2022-06-07 17:58:44.392414,P010,CUST-5,East,1,99.95,Projector Screen,Office Equipment,119.94
ORD-1086,2022,6,8,2022-06-08 17:58:44.392414,P010,CUST-11,North,8,119.63,Projector Screen,Furniture,1148.4479999999999
ORD-1087,2022,6,8,2022-06-08 17:58:44.392414,P009,CUST-47,East,1,82.09,Conference Table,Furniture,98.508
ORD-1088,2022,6,8,2022-06-08 17:58:44.392414,P009,CUST-48,West,1,108.22,Conference Table,Office Equipment,129.864
ORD-1089,2022,6,9,2022-06-09 17:58:44.392414,P006,CUST-26,South,4,141.2,Desk Lamp,Storage,677.7599999999999
ORD-1090,2022,6,10,2022-06-10 17:58:44.392414,P007,CUST-13,North,6,80.48,Filing Cabinet,Office Equipment,579.456
ORD-1091,2022,6,10,2022-06-10 17:58:44.392414,P001,CUST-23,West,2,77.12,Premium Office Chair,Furniture,185.088
ORD-1092,2022,6,10,2022-06-10 17:58:44.392414,P002,CUST-2,North,3,167.41,Standard Desk,Furniture,602.676
ORD-1093,2022,6,10,2022-06-10 17:58:44.392414,P009,CUST-29,South,2,166.74,Conference Table,Accessories,400.176
ORD-1094,2022,6,10,2022-06-10 17:58:44.392414,P001,CUST-1,South,6,184.74,Premium Office Chair,Electronics,1330.128
ORD-1095,2022,6,11,2022-06-11 17:58:44.392414,P008,CUST-18,North,7,140.6,Whiteboard,Electronics,1181.04
ORD-1096,2022,6,11,2022-06-11 17:58:44.392414,P009,CUST-45,East,5,77.6,Conference Table,Accessories,465.59999999999997
ORD-1097,2022,6,12,2022-06-12 17:58:44.392414,P010,CUST-41,East,7,146.11,Projector Screen,Storage,1227.324
ORD-1098,2022,6,12,2022-06-12 17:58:44.392414,P002,CUST-42,East,8,133.4,Standard Desk,Furniture,1280.64
ORD-1099,2022,6,12,2022-06-12 17:58:44.392414,P009,CUST-41,North,6,126.71,Conference Table,Furniture,912.312
ORD-1100,2022,6,15,2022-06-15 17:58:44.392414,P001,CUST-3,South,6,196.32,Premium Office Chair,Electronics,1413.5040000000001
ORD-1101,2022,6,16,2022-06-16 17:58:44.392414,P006,CUST-3,South,3,55.9,Desk Lamp,Furniture,201.23999999999998
ORD-1102,2022,6,17,2022-06-17 17:58:44.392414,P006,CUST-26,West,8,70.73,Desk Lamp,Electronics,679.008
ORD-1103,2022,6,18,2022-06-18 17:58:44.392414,P001,CUST-28,West,9,192.34,Premium Office Chair,Storage,2077.272
ORD-1104,2022,6,18,2022-06-18 17:58:44.392414,P007,CUST-48,South,6,107.28,Filing Cabinet,Storage,772.416
ORD-1105,2022,6,18,2022-06-18 17:58:44.392414,P004,CUST-22,East,9,58.7,Wireless Mouse,Storage,633.96
ORD-1106,2022,6,18,2022-06-18 17:58:44.392414,P003,CUST-47,West,4,40.16,Ergonomic Keyboard,Furniture,192.76799999999997
ORD-1107,2022,6,19,2022-06-19 17:58:44.392414,P002,CUST-14,East,5,193.01,Standard Desk,Storage,1158.06
ORD-1108,2022,6,20,2022-06-20 17:58:44.392414,P005,CUST-13,West,5,148.5,Monitor Stand,Accessories,891.0
ORD-1109,2022,6,21,2022-06-21 17:58:44.392414,P008,CUST-17,West,5,135.6,Whiteboard,Electronics,813.6
ORD-1110,2022,6,22,2022-06-22 17:58:44.392414,P006,CUST-3,East,4,82.97,Desk Lamp,Electronics,398.256
ORD-1111,2022,6,24,2022-06-24 17:58:44.392414,P004,CUST-24,North,1,58.91,Wireless Mouse,Storage,70.692
ORD-1112,2022,6,25,2022-06-25 17:58:44.392414,P004,CUST-27,East,4,45.0,Wireless Mouse,Office Equipment,216.0
ORD-1113,2022,6,25,2022-06-25 17:58:44.392414,P010,CUST-21,West,5,66.14,Projector Screen,Storage,396.84
ORD-1114,2022,6,25,2022-06-25 17:58:44.392414,P003,CUST-41,East,9,58.69,Ergonomic Keyboard,Electronics,633.852
ORD-1115,2022,6,25,2022-06-25 17:58:44.392414,P002,CUST-5,North,7,186.76,Standard Desk,Storage,1568.7839999999999
ORD-1116,2022,6,25,2022-06-25 17:58:44.392414,P010,CUST-27,South,1,187.71,Projector Screen,Electronics,225.252
ORD-1117,2022,6,26,2022-06-26 17:58:44.392414,P009,CUST-26,West,1,139.26,Conference Table,Storage,167.112
ORD-1118,2022,6,27,2022-06-27 17:58:44.392414,P010,CUST-45,West,9,50.61,Projector Screen,Electronics,546.588
ORD-1119,2022,6,27,2022-06-27 17:58:44.392414,P001,CUST-22,West,8,28.12,Premium Office Chair,Storage,269.952
ORD-1120,2022,6,28,2022-06-28 17:58:44.392414,P002,CUST-32,North,2,11.33,Standard Desk,Electronics,27.192
ORD-1121,2022,6,29,2022-06-29 17:58:44.392414,P004,CUST-11,North,3,46.9,Wireless Mouse,Accessories,168.83999999999997
ORD-1122,2022,6,30,2022-06-30 17:58:44.392414,P008,CUST-40,East,8,62.61,Whiteboard,Office Equipment,601.0559999999999
ORD-1123,2022,6,30,2022-06-30 17:58:44.392414,P003,CUST-12,West,5,25.14,Ergonomic Keyboard,Electronics,150.84
ORD-1124,2022,6,30,2022-06-30 17:58:44.392414,P007,CUST-37,West,4,38.73,Filing Cabinet,Office Equipment,185.90399999999997
ORD-1125,2022,7,1,2022-07-01 17:58:44.392414,P010,CUST-39,West,5,184.6,Projector Screen,Storage,1199.9
ORD-1126,2022,7,1,2022-07-01 17:58:44.392414,P009,CUST-32,South,8,70.05,Conference Table,Electronics,728.52
ORD-1127,2022,7,1,2022-07-01 17:58:44.392414,P010,CUST-32,East,6,73.44,Projector Screen,Storage,572.832
ORD-1128,2022,7,1,2022-07-01 17:58:44.392414,P006,CUST-9,West,8,15.87,Desk Lamp,Office Equipment,165.048
ORD-1129,2022,7,2,2022-07-02 17:58:44.392414,P010,CUST-16,South,6,147.59,Projector Screen,Electronics,1151.202
ORD-1130,2022,7,2,2022-07-02 17:58:44.392414,P009,CUST-49,North,6,155.34,Conference Table,Accessories,1211.652
ORD-1131,2022,7,3,2022-07-03 17:58:44.392414,P006,CUST-28,North,8,80.06,Desk Lamp,Accessories,832.624
ORD-1132,2022,7,3,2022-07-03 17:58:44.392414,P010,CUST-2,North,6,164.31,Projector Screen,Electronics,1281.6180000000002
ORD-1133,2022,7,3,2022-07-03 17:58:44.392414,P007,CUST-38,South,5,157.11,Filing Cabinet,Furniture,1021.2150000000001
ORD-1134,2022,7,3,2022-07-03 17:58:44.392414,P008,CUST-6,West,2,173.01,Whiteboard,Storage,449.82599999999996
ORD-1135,2022,7,3,2022-07-03 17:58:44.392414,P004,CUST-10,South,4,168.0,Wireless Mouse,Furniture,873.6
ORD-1136,2022,7,3,2022-07-03 17:58:44.392414,P010,CUST-47,East,2,67.88,Projector Screen,Electronics,176.488
ORD-1137,2022,7,3,2022-07-03 17:58:44.392414,P010,CUST-10,North,4,106.76,Projector Screen,Furniture,555.152
ORD-1138,2022,7,3,2022-07-03 17:58:44.392414,P007,CUST-34,South,5,188.5,Filing Cabinet,Furniture,1225.25
ORD-1139,2022,7,3,2022-07-03 17:58:44.392414,P010,CUST-32,East,9,125.15,Projector Screen,Storage,1464.2550000000003
ORD-1140,2022,7,7,2022-07-07 17:58:44.392414,P003,CUST-18,North,8,178.47,Ergonomic Keyboard,Office Equipment,1856.088
ORD-1141,2022,7,7,2022-07-07 17:58:44.392414,P008,CUST-16,East,1,107.65,Whiteboard,Storage,139.94500000000002
ORD-1142,2022,7,7,2022-07-07 17:58:44.392414,P008,CUST-15,South,1,47.75,Whiteboard,Accessories,62.075
ORD-1143,2022,7,8,2022-07-08 17:58:44.392414,P008,CUST-7,West,2,23.32,Whiteboard,Electronics,60.632000000000005
ORD-1144,2022,7,9,2022-07-09 17:58:44.392414,P004,CUST-42,East,4,102.14,Wireless Mouse,Furniture,531.128
ORD-1145,2022,7,9,2022-07-09 17:58:44.392414,P001,CUST-14,East,8,163.75,Premium Office Chair,Storage,1703.0
ORD-1146,2022,7,9,2022-07-09 17:58:44.392414,P004,CUST-18,North,8,134.69,Wireless Mouse,Electronics,1400.776
ORD-1147,2022,7,10,2022-07-10 17:58:44.392414,P003,CUST-47,West,4,37.14,Ergonomic Keyboard,Storage,193.12800000000001
ORD-1148,2022,7,10,2022-07-10 17:58:44.392414,P004,CUST-32,West,6,42.16,Wireless Mouse,Furniture,328.84799999999996
ORD-1149,2022,7,12,2022-07-12 17:58:44.392414,P003,CUST-18,East,1,28.27,Ergonomic Keyboard,Electronics,36.751
ORD-1150,2022,7,13,2022-07-13 17:58:44.392414,P009,CUST-49,East,8,106.95,Conference Table,Electronics,1112.28
ORD-1151,2022,7,13,2022-07-13 17:58:44.392414,P004,CUST-33,East,2,152.79,Wireless Mouse,Office Equipment,397.254
ORD-1152,2022,7,14,2022-07-14 17:58:44.392414,P004,CUST-14,East,7,152.23,Wireless Mouse,Furniture,1385.293
ORD-1153,2022,7,14,2022-07-14 17:58:44.392414,P010,CUST-21,North,9,42.0,Projector Screen,Accessories,491.40000000000003
ORD-1154,2022,7,15,2022-07-15 17:58:44.392414,P007,CUST-2,North,7,80.2,Filing Cabinet,Electronics,729.82
ORD-1155,2022,7,15,2022-07-15 17:58:44.392414,P010,CUST-22,South,5,192.42,Projector Screen,Furniture,1250.73
ORD-1156,2022,7,16,2022-07-16 17:58:44.392414,P004,CUST-13,West,9,185.26,Wireless Mouse,Office Equipment,2167.542
ORD-1157,2022,7,16,2022-07-16 17:58:44.392414,P007,CUST-21,South,8,147.74,Filing Cabinet,Accessories,1536.496
ORD-1158,2022,7,16,2022-07-16 17:58:44.392414,P001,CUST-4,South,8,26.34,Premium Office Chair,Storage,273.93600000000004
ORD-1159,2022,7,17,2022-07-17 17:58:44.392414,P006,CUST-9,East,2,27.54,Desk Lamp,Accessories,71.604
ORD-1160,2022,7,17,2022-07-17 17:58:44.392414,P003,CUST-20,South,9,187.14,Ergonomic Keyboard,Storage,2189.5379999999996
ORD-1161,2022,7,18,2022-07-18 17:58:44.392414,P004,CUST-37,South,2,105.97,Wireless Mouse,Office Equipment,275.522
ORD-1162,2022,7,18,2022-07-18 17:58:44.392414,P010,CUST-48,South,7,106.25,Projector Screen,Electronics,966.875
ORD-1163,2022,7,18,2022-07-18 17:58:44.392414,P009,CUST-18,East,2,124.13,Conference Table,Storage,322.738
ORD-1164,2022,7,19,2022-07-19 17:58:44.392414,P010,CUST-21,South,8,58.87,Projector Screen,Electronics,612.248
ORD-1165,2022,7,19,2022-07-19 17:58:44.392414,P010,CUST-17,South,4,66.91,Projector Screen,Office Equipment,347.932
ORD-1166,2022,7,20,2022-07-20 17:58:44.392414,P008,CUST-44,East,4,38.88,Whiteboard,Electronics,202.17600000000002
ORD-1167,2022,7,20,2022-07-20 17:58:44.392414,P001,CUST-14,North,9,143.61,Premium Office Chair,Accessories,1680.2370000000003
ORD-1168,2022,7,20,2022-07-20 17:58:44.392414,P001,CUST-3,South,3,102.57,Premium Office Chair,Electronics,400.02299999999997
ORD-1169,2022,7,22,2022-07-22 17:58:44.392414,P010,CUST-28,South,6,185.24,Projector Screen,Accessories,1444.872
ORD-1170,2022,7,24,2022-07-24 17:58:44.392414,P006,CUST-43,East,1,66.18,Desk Lamp,Accessories,86.034
ORD-1171,2022,7,25,2022-07-25 17:58:44.392414,P001,CUST-5,West,6,68.79,Premium Office Chair,Storage,536.562
ORD-1172,2022,7,25,2022-07-25 17:58:44.392414,P002,CUST-45,East,6,38.38,Standard Desk,Office Equipment,299.36400000000003
ORD-1173,2022,7,25,2022-07-25 17:58:44.392414,P008,CUST-22,North,6,110.79,Whiteboard,Electronics,864.162
ORD-1174,2022,7,25,2022-07-25 17:58:44.392414,P008,CUST-27,East,5,176.77,Whiteboard,Electronics,1149.005
ORD-1175,2022,7,26,2022-07-26 17:58:44.392414,P002,CUST-45,West,8,175.05,Standard Desk,Electronics,1820.5200000000002
ORD-1176,2022,7,26,2022-07-26 17:58:44.392414,P003,CUST-25,North,4,117.95,Ergonomic Keyboard,Electronics,613.34
ORD-1177,2022,7,27,2022-07-27 17:58:44.392414,P010,CUST-9,West,5,97.93,Projector Screen,Storage,636.5450000000001
ORD-1178,2022,7,28,2022-07-28 17:58:44.392414,P004,CUST-23,West,6,116.76,Wireless Mouse,Storage,910.7280000000001
ORD-1179,2022,7,28,2022-07-28 17:58:44.392414,P004,CUST-41,East,5,37.06,Wireless Mouse,Accessories,240.89000000000001
ORD-1180,2022,7,28,2022-07-28 17:58:44.392414,P002,CUST-21,West,9,35.09,Standard Desk,Furniture,410.5530000000001
ORD-1181,2022,7,28,2022-07-28 17:58:44.392414,P006,CUST-43,North,7,43.65,Desk Lamp,Office Equipment,397.21500000000003
ORD-1182,2022,7,29,2022-07-29 17:58:44.392414,P002,CUST-30,West,6,115.32,Standard Desk,Accessories,899.496
ORD-1183,2022,7,29,2022-07-29 17:58:44.392414,P001,CUST-34,East,7,77.96,Premium Office Chair,Office Equipment,709.4359999999999
ORD-1184,2022,7,30,2022-07-30 17:58:44.392414,P010,CUST-23,West,5,76.98,Projector Screen,Storage,500.37000000000006
ORD-1185,2022,7,31,2022-07-31 17:58:44.392414,P001,CUST-47,West,8,119.1,Premium Office Chair,Office Equipment,1238.6399999999999
ORD-1186,2022,8,1,2022-08-01 17:58:44.392414,P010,CUST-13,North,4,143.84,Projector Screen,Storage,690.432
ORD-1187,2022,8,1,2022-08-01 17:58:44.392414,P010,CUST-43,East,6,182.32,Projector Screen,Electronics,1312.704
ORD-1188,2022,8,2,2022-08-02 17:58:44.392414,P001,CUST-21,East,5,139.67,Premium Office Chair,Furniture,838.0199999999999
ORD-1189,2022,8,2,2022-08-02 17:58:44.392414,P006,CUST-10,South,3,56.31,Desk Lamp,Furniture,202.716
ORD-1190,2022,8,3,2022-08-03 17:58:44.392414,P006,CUST-36,West,3,163.57,Desk Lamp,Accessories,588.852
ORD-1191,2022,8,4,2022-08-04 17:58:44.392414,P009,CUST-34,North,1,68.93,Conference Table,Storage,82.71600000000001
ORD-1192,2022,8,5,2022-08-05 17:58:44.392414,P009,CUST-18,East,2,10.41,Conference Table,Electronics,24.983999999999998
ORD-1193,2022,8,6,2022-08-06 17:58:44.392414,P009,CUST-6,West,9,148.44,Conference Table,Storage,1603.152
ORD-1194,2022,8,7,2022-08-07 17:58:44.392414,P007,CUST-19,South,5,129.25,Filing Cabinet,Storage,775.5
ORD-1195,2022,8,8,2022-08-08 17:58:44.392414,P006,CUST-1,South,7,66.57,Desk Lamp,Office Equipment,559.1879999999999
ORD-1196,2022,8,8,2022-08-08 17:58:44.392414,P007,CUST-31,South,8,33.57,Filing Cabinet,Storage,322.272
ORD-1197,2022,8,10,2022-08-10 17:58:44.392414,P001,CUST-31,South,4,109.89,Premium Office Chair,Storage,527.472
ORD-1198,2022,8,10,2022-08-10 17:58:44.392414,P003,CUST-17,East,5,67.89,Ergonomic Keyboard,Accessories,407.34
ORD-1199,2022,8,10,2022-08-10 17:58:44.392414,P008,CUST-22,East,8,16.51,Whiteboard,Office Equipment,158.496
ORD-1200,2022,8,11,2022-08-11 17:58:44.392414,P008,CUST-17,East,2,162.94,Whiteboard,Furniture,391.056
ORD-1201,2022,8,11,2022-08-11 17:58:44.392414,P005,CUST-41,East,4,71.75,Monitor Stand,Furniture,344.4
ORD-1202,2022,8,12,2022-08-12 17:58:44.392414,P004,CUST-11,East,2,129.71,Wireless Mouse,Storage,311.30400000000003
ORD-1203,2022,8,12,2022-08-12 17:58:44.392414,P003,CUST-22,East,2,112.64,Ergonomic Keyboard,Electronics,270.336
ORD-1204,2022,8,12,2022-08-12 17:58:44.392414,P004,CUST-28,North,9,115.92,Wireless Mouse,Furniture,1251.936
ORD-1205,2022,8,12,2022-08-12 17:58:44.392414,P008,CUST-27,North,2,29.75,Whiteboard,Furniture,71.39999999999999
ORD-1206,2022,8,14,2022-08-14 17:58:44.392414,P008,CUST-6,North,5,28.09,Whiteboard,Office Equipment,168.54
ORD-1207,2022,8,14,2022-08-14 17:58:44.392414,P005,CUST-42,South,4,28.48,Monitor Stand,Storage,136.704
ORD-1208,2022,8,15,2022-08-15 17:58:44.392414,P010,CUST-45,East,2,129.2,Projector Screen,Electronics,310.08
