age,gender,location,time_on_site,pages_visited,num_purchases,customer_rating,product_id,category_id,price,discount,in_stock,delivery_time,user_id,device_type,session_duration,orders_completed,support_interactions,marketing_channel,target
44,Other,Urban,481,26,15,1,186,14,495,0,True,10,590,Tablet,2244,0,4,Paid Ads,0
41,Female,Suburban,292,11,1,3,184,14,58,0,True,4,570,Tablet,2074,9,0,Organic Search,0
49,Male,Urban,307,42,9,5,429,6,190,0,True,1,1818,Tablet,1855,0,2,Email,2
41,Female,Rural,516,33,2,1,261,7,110,0,True,7,1673,Tablet,3203,8,3,Paid Ads,0
45,Other,Suburban,171,46,14,5,342,7,463,0,False,9,990,Desktop,2324,0,3,Social Media,2
20,Female,Urban,550,23,5,5,241,6,416,0,False,5,300,Tablet,1360,15,5,Social Media,0
48,Male,Rural,19,2,4,1,168,13,200,0,True,8,1649,Desktop,1961,3,4,Paid Ads,0
64,Other,Rural,17,24,18,2,254,6,138,0,False,1,1569,Desktop,258,4,1,Email,0
20,Other,Rural,282,48,5,4,133,13,421,0,False,10,830,Tablet,1034,15,3,Email,0
47,Male,Rural,558,16,20,5,372,14,148,0,True,6,250,Tablet,687,0,5,Paid Ads,2
44,Female,Rural,404,21,2,3,26,2,413,0,True,3,530,Desktop,3560,3,1,Paid Ads,0
37,Other,Rural,488,47,20,3,413,17,456,0,False,10,1761,Mobile,3153,7,3,Organic Search,0
65,Male,Rural,414,22,0,5,443,19,283,0,True,10,1547,Tablet,1276,14,3,Paid Ads,0
46,Male,Urban,168,8,4,3,358,5,339,0,True,3,49,Mobile,1333,4,4,Organic Search,1
40,Other,Urban,481,35,12,4,96,16,23,0,False,8,1734,Tablet,1022,5,5,Organic Search,2
55,Female,Suburban,552,30,3,4,206,7,97,0,True,7,369,Mobile,1487,5,2,Organic Search,0
29,Other,Urban,353,21,2,3,166,15,233,0,True,5,375,Mobile,1272,15,2,Organic Search,0
61,Other,Suburban,56,46,7,2,240,13,424,0,True,1,525,Desktop,1444,6,4,Email,1
53,Female,Urban,427,40,13,3,186,6,351,0,True,1,1392,Tablet,3079,6,4,Email,0
48,Male,Rural,557,43,0,4,214,10,333,0,True,10,888,Tablet,1550,0,2,Social Media,0
30,Other,Urban,506,37,11,3,424,0,215,0,True,10,353,Mobile,3279,8,4,Social Media,0
60,Female,Suburban,479,3,14,1,246,16,409,0,True,4,1529,Tablet,3322,7,5,Email,0
48,Male,Suburban,123,13,17,2,57,3,22,0,True,3,738,Tablet,2069,5,0,Social Media,0
45,Male,Urban,343,26,17,2,69,17,359,0,True,3,1965,Mobile,3165,5,2,Email,0
45,Other,Rural,103,24,5,5,140,19,113,0,True,10,782,Mobile,1202,11,4,Email,0
42,Other,Urban,594,2,12,1,263,0,245,0,True,2,501,Desktop,2192,11,0,Organic Search,0
68,Other,Rural,500,43,4,3,356,5,319,0,False,10,329,Mobile,3206,12,1,Paid Ads,1
55,Male,Urban,236,46,20,2,1,11,107,0,True,9,1128,Mobile,1704,11,0,Social Media,0
18,Other,Suburban,484,3,1,3,428,18,327,0,True,3,1170,Mobile,2220,11,4,Paid Ads,0
47,Female,Urban,428,19,3,2,228,2,398,0,True,4,1155,Desktop,2978,3,5,Email,1
23,Female,Suburban,388,9,17,5,47,8,86,0,False,1,1177,Mobile,2125,13,5,Email,2
55,Male,Rural,181,25,14,3,434,0,24,0,False,7,1254,Mobile,1008,14,4,Paid Ads,0
34,Female,Suburban,541,19,12,4,188,6,425,0,True,2,254,Mobile,449,0,0,Social Media,2
25,Male,Rural,523,26,4,3,451,2,31,0,True,2,113,Tablet,2029,2,1,Organic Search,1
33,Female,Urban,146,22,7,1,496,5,283,0,True,2,1637,Desktop,3363,7,0,Social Media,0
43,Other,Suburban,421,29,2,5,22,0,11,0,True,8,448,Tablet,2593,3,0,Email,0
40,Female,Rural,203,15,18,4,225,5,305,0,False,2,449,Desktop,1152,10,4,Email,2
52,Female,Suburban,579,28,6,5,347,5,361,0,False,4,1708,Mobile,97,15,2,Social Media,0
66,Female,Rural,75,33,20,5,304,15,429,0,False,4,1248,Desktop,1423,3,5,Paid Ads,2
65,Female,Urban,474,22,6,3,119,19,367,0,True,9,1671,Desktop,1751,8,2,Organic Search,1
67,Female,Urban,397,1,10,5,28,2,300,0,True,5,626,Mobile,196,10,0,Social Media,2
22,Female,Suburban,132,7,18,3,118,7,453,0,True,2,1405,Tablet,641,9,1,Paid Ads,0
28,Other,Rural,47,7,3,4,65,12,393,0,True,6,1802,Desktop,691,11,2,Organic Search,0
26,Female,Urban,490,11,3,2,240,14,75,0,False,2,1608,Tablet,1996,8,0,Social Media,1
28,Female,Rural,588,48,10,2,464,8,380,0,True,3,1818,Mobile,1400,5,3,Social Media,0
38,Male,Suburban,531,11,4,5,402,13,361,0,False,8,1998,Desktop,2889,6,3,Organic Search,0
31,Other,Rural,418,12,3,3,475,19,385,0,True,5,866,Mobile,194,13,3,Paid Ads,1
34,Male,Rural,519,4,13,3,469,2,456,0,False,5,1108,Desktop,774,4,3,Paid Ads,0
58,Other,Rural,121,35,7,4,9,13,70,0,True,4,169,Tablet,2950,13,0,Social Media,0
46,Male,Urban,184,42,11,2,420,7,327,0,True,1,778,Desktop,2885,10,4,Social Media,0
28,Male,Suburban,386,30,3,3,385,6,362,0,True,4,902,Desktop,3303,14,0,Paid Ads,1
57,Female,Rural,231,42,3,1,439,2,278,0,False,3,605,Tablet,3176,1,4,Paid Ads,0
54,Female,Rural,447,47,15,2,332,1,426,0,False,5,138,Tablet,1724,9,5,Email,0
57,Female,Suburban,477,44,9,1,170,6,250,0,False,3,929,Tablet,3281,2,2,Social Media,0
55,Female,Rural,469,22,13,4,450,9,307,0,False,5,805,Tablet,1380,0,1,Social Media,2
56,Other,Suburban,599,25,12,2,232,1,296,0,False,4,379,Tablet,3418,15,4,Organic Search,0
32,Male,Suburban,457,46,5,4,375,2,311,0,False,9,1606,Desktop,2449,3,1,Organic Search,0
61,Male,Urban,314,26,17,3,367,4,450,0,True,2,1910,Mobile,1424,1,3,Social Media,0
64,Male,Urban,129,18,1,5,336,15,482,0,True,3,1698,Tablet,2032,14,3,Email,0
59,Other,Rural,419,3,19,3,475,5,460,0,True,6,34,Mobile,3511,4,1,Email,0
59,Other,Suburban,447,47,2,5,268,3,29,0,True,7,185,Tablet,1966,8,4,Email,0
27,Female,Rural,502,27,13,1,269,11,72,0,True,9,343,Desktop,3461,9,0,Organic Search,0
33,Male,Rural,338,12,7,3,128,15,242,0,False,4,401,Desktop,1644,5,2,Email,1
32,Female,Rural,25,45,8,2,135,4,475,0,False,10,1268,Desktop,1982,4,1,Organic Search,0
29,Other,Rural,168,14,19,1,357,13,123,0,False,6,1449,Desktop,3300,9,3,Social Media,0
65,Other,Suburban,448,14,2,3,360,13,203,0,False,7,305,Tablet,1552,8,0,Social Media,0
67,Male,Suburban,203,34,3,2,371,10,404,0,False,10,1857,Desktop,1497,11,4,Paid Ads,1
52,Other,Rural,289,19,19,1,0,6,494,0,True,9,1162,Mobile,1857,3,0,Social Media,0
19,Female,Suburban,159,1,3,1,23,3,261,0,True,7,344,Desktop,1701,15,3,Organic Search,0
25,Male,Urban,298,10,7,2,60,8,468,0,True,5,1493,Desktop,706,8,0,Organic Search,1
68,Male,Rural,389,46,20,5,384,16,144,0,True,4,238,Tablet,1312,1,0,Organic Search,2
48,Other,Rural,573,17,9,4,196,9,37,0,False,8,284,Mobile,175,8,3,Email,2
28,Female,Urban,411,10,18,2,150,3,466,0,True,2,782,Tablet,811,10,1,Social Media,0
65,Male,Suburban,60,50,10,4,427,9,311,0,False,2,285,Tablet,1799,1,5,Email,2
54,Male,Rural,259,21,15,2,419,2,247,0,True,6,1843,Mobile,2153,14,1,Email,0
62,Female,Suburban,234,28,15,2,206,15,352,0,True,6,647,Mobile,1773,3,1,Organic Search,0
52,Other,Rural,179,17,14,3,480,15,250,0,False,9,1402,Tablet,1542,10,0,Organic Search,0
58,Female,Urban,265,4,2,1,76,6,361,0,True,4,1631,Tablet,1969,0,5,Paid Ads,0
55,Female,Suburban,541,9,4,3,322,2,56,0,True,8,1149,Desktop,3108,15,2,Email,1
59,Other,Suburban,545,46,4,2,443,11,396,0,False,5,429,Mobile,2310,13,2,Email,1
68,Male,Suburban,86,1,6,3,494,9,16,0,True,10,543,Mobile,1314,7,2,Organic Search,1
56,Male,Urban,38,46,12,3,79,15,138,0,False,2,58,Tablet,1151,6,4,Paid Ads,0
65,Female,Rural,428,6,0,1,344,17,298,0,False,10,569,Tablet,1657,10,2,Paid Ads,0
21,Male,Urban,257,15,10,2,38,16,309,0,False,9,1778,Tablet,395,2,5,Email,0
36,Other,Suburban,267,29,0,5,26,0,137,0,False,1,1956,Mobile,1273,6,4,Paid Ads,0
62,Male,Suburban,459,16,18,5,282,18,417,0,True,2,1342,Tablet,1404,13,3,Social Media,2
56,Male,Urban,118,31,1,4,235,11,124,0,True,1,801,Mobile,1963,15,1,Paid Ads,0
54,Male,Suburban,208,13,13,5,495,14,281,0,True,1,1571,Tablet,1687,8,4,Organic Search,2
46,Female,Rural,220,44,0,4,169,7,371,0,True,7,619,Mobile,484,2,0,Organic Search,0
45,Other,Rural,100,16,15,1,31,1,433,0,False,4,158,Desktop,1969,7,2,Email,0
38,Other,Urban,140,28,3,4,383,4,316,0,False,5,562,Mobile,3592,6,0,Email,0
38,Female,Urban,519,9,11,2,52,5,70,0,False,2,455,Mobile,452,12,2,Social Media,0
38,Other,Rural,103,49,4,4,160,19,86,0,False,7,1068,Tablet,441,11,2,Email,0
33,Other,Rural,357,17,9,5,17,9,496,0,True,9,880,Desktop,1899,4,4,Email,2
31,Male,Urban,289,2,3,4,279,5,170,0,True,9,1848,Mobile,2280,12,4,Email,0
27,Male,Urban,254,48,19,5,360,7,104,0,False,10,114,Desktop,3562,0,1,Organic Search,2
56,Other,Rural,137,3,17,5,239,4,445,0,False,9,1500,Mobile,2472,9,2,Paid Ads,2
54,Male,Urban,175,19,3,5,200,3,115,0,True,5,505,Desktop,873,4,1,Organic Search,0
47,Other,Urban,542,18,12,5,347,4,85,0,False,2,1145,Desktop,3238,7,5,Organic Search,2
56,Male,Urban,329,28,5,3,180,10,131,0,False,5,1338,Desktop,1854,14,3,Social Media,1
48,Other,Urban,136,17,20,2,164,19,335,0,True,5,1,Desktop,1773,15,1,Organic Search,0
25,Other,Rural,34,35,13,3,219,8,31,0,True,5,560,Desktop,1958,5,4,Organic Search,0
41,Male,Rural,330,14,15,5,396,15,478,0,True,5,305,Desktop,2586,14,5,Paid Ads,2
68,Male,Urban,54,34,4,4,221,2,70,0,True,9,1966,Tablet,1951,4,4,Paid Ads,0
51,Other,Urban,127,22,20,1,435,1,75,0,False,2,335,Mobile,202,6,0,Email,0
36,Other,Urban,181,47,9,2,481,8,96,0,True,7,1828,Mobile,1737,14,3,Email,0
30,Male,Rural,290,21,0,4,288,9,399,0,True,7,652,Mobile,131,12,1,Social Media,0
67,Male,Suburban,451,36,1,5,481,19,345,0,True,2,731,Mobile,2364,9,4,Organic Search,0
56,Female,Suburban,199,43,14,2,418,13,317,0,False,3,1531,Mobile,2539,3,4,Paid Ads,0
53,Other,Suburban,227,19,3,4,216,9,395,0,True,4,1588,Tablet,409,10,2,Email,0
31,Female,Urban,325,45,18,1,311,17,209,0,True,1,1634,Desktop,2541,0,1,Social Media,0
38,Male,Rural,159,12,20,1,26,12,393,0,False,3,1199,Tablet,183,3,5,Email,0
26,Other,Suburban,219,33,2,1,152,11,188,0,True,2,1991,Desktop,3549,13,1,Organic Search,0
35,Other,Suburban,315,8,0,4,8,11,198,0,True,8,1005,Mobile,2120,3,0,Social Media,0
57,Female,Urban,59,25,11,2,237,1,459,0,True,6,1911,Mobile,814,5,4,Social Media,0
57,Male,Suburban,577,13,12,4,396,13,467,0,True,9,440,Desktop,2541,7,2,Paid Ads,2
49,Other,Rural,531,27,0,2,284,2,39,0,False,1,1600,Mobile,2246,10,5,Organic Search,0
52,Male,Urban,264,4,9,2,169,12,474,0,False,4,1944,Mobile,814,13,2,Email,0
32,Other,Urban,18,25,10,3,436,4,478,0,True,8,1071,Desktop,3155,10,0,Paid Ads,0
22,Other,Rural,236,14,5,5,341,17,33,0,False,3,948,Tablet,2022,13,1,Organic Search,0
40,Male,Urban,131,41,4,4,206,9,470,0,True,4,736,Tablet,1959,14,4,Paid Ads,0
47,Female,Suburban,60,31,14,2,141,16,403,0,False,10,1145,Desktop,841,11,5,Social Media,0
36,Other,Urban,288,39,20,1,356,18,354,0,False,10,705,Mobile,662,0,0,Social Media,0
31,Male,Urban,430,31,3,5,450,4,350,0,True,8,1636,Mobile,1818,0,4,Paid Ads,0
43,Other,Suburban,354,18,0,1,159,17,150,0,True,6,881,Desktop,2453,5,4,Paid Ads,0
31,Other,Rural,146,38,5,2,416,18,216,0,True,2,1746,Tablet,1534,8,2,Organic Search,1
56,Female,Rural,270,19,15,2,28,14,228,0,True,2,1901,Mobile,995,0,1,Social Media,0
54,Female,Suburban,540,21,2,2,318,1,11,0,True,8,1998,Mobile,1505,1,4,Paid Ads,0
60,Female,Suburban,326,29,7,4,259,17,281,0,True,3,1288,Desktop,3239,14,4,Organic Search,0
44,Female,Urban,209,2,14,5,211,4,115,0,True,4,814,Tablet,2287,14,0,Social Media,2
68,Male,Suburban,452,25,7,4,30,6,397,0,True,10,754,Tablet,2135,10,3,Paid Ads,0
21,Male,Urban,345,40,11,4,401,11,156,0,False,5,361,Desktop,1012,1,2,Social Media,2
20,Other,Suburban,102,33,8,5,479,9,106,0,False,8,250,Mobile,1089,10,1,Email,2
22,Other,Rural,596,27,16,1,171,12,471,0,True,10,51,Desktop,2212,1,3,Paid Ads,0
30,Other,Suburban,227,32,15,4,90,16,200,0,True,8,51,Desktop,1241,5,0,Social Media,2
67,Male,Urban,543,21,10,1,40,15,441,0,True,4,692,Desktop,2216,13,4,Paid Ads,0
35,Other,Suburban,304,13,4,4,229,14,412,0,False,7,1901,Mobile,3198,5,4,Email,0
59,Male,Urban,556,4,16,1,401,10,209,0,True,3,702,Tablet,1470,8,3,Paid Ads,0
39,Female,Suburban,277,36,8,4,139,2,245,0,True,2,860,Desktop,2991,8,5,Email,2
51,Other,Rural,240,10,17,1,81,9,147,0,False,5,1721,Desktop,1893,7,2,Paid Ads,0
38,Female,Rural,214,35,18,4,10,8,147,0,False,2,1301,Desktop,2145,5,4,Organic Search,2
34,Other,Rural,550,43,10,2,277,17,299,0,False,2,1618,Desktop,3530,4,0,Email,0
42,Other,Rural,127,43,10,5,201,17,92,0,True,4,116,Mobile,3581,4,5,Paid Ads,2
27,Male,Suburban,13,48,14,1,361,9,258,0,False,7,1879,Tablet,3477,0,2,Email,0
36,Female,Rural,352,49,18,3,146,17,129,0,False,7,728,Desktop,3445,2,5,Social Media,0
50,Female,Rural,522,40,3,5,392,7,50,0,False,6,466,Mobile,1447,10,2,Paid Ads,0
31,Female,Rural,477,42,20,1,466,5,96,0,True,9,1493,Mobile,955,15,4,Email,0
63,Other,Suburban,21,36,17,5,251,8,293,0,False,8,555,Desktop,848,15,0,Email,2
49,Male,Urban,454,47,5,2,77,16,388,0,False,1,576,Mobile,1813,7,5,Email,1
56,Female,Urban,104,31,3,1,85,10,262,0,False,8,46,Mobile,509,9,1,Email,0
50,Female,Suburban,67,10,19,2,39,9,403,0,False,6,1369,Mobile,745,3,4,Organic Search,0
31,Male,Urban,512,32,6,3,485,2,216,0,False,8,1475,Desktop,1181,11,3,Email,1
44,Female,Urban,555,45,2,2,360,2,220,0,False,9,323,Mobile,827,2,1,Paid Ads,0
50,Male,Rural,548,32,16,4,363,7,456,0,True,5,874,Desktop,3445,11,5,Organic Search,2
26,Female,Suburban,320,47,11,4,351,18,250,0,False,10,1089,Desktop,3209,3,2,Social Media,2
49,Other,Rural,161,33,17,2,443,4,91,0,False,5,1201,Desktop,1120,6,1,Organic Search,0
46,Male,Urban,260,24,19,5,43,13,349,0,True,10,1682,Desktop,1451,0,5,Organic Search,2
69,Other,Suburban,226,24,20,3,416,19,441,0,False,3,122,Mobile,2565,12,1,Social Media,0
28,Other,Rural,434,37,20,1,469,3,388,0,True,8,282,Desktop,113,8,5,Email,0
34,Female,Rural,477,31,8,2,397,3,235,0,False,4,1193,Tablet,2830,1,1,Social Media,0
57,Male,Suburban,570,5,18,4,93,5,170,0,False,9,940,Mobile,764,4,0,Paid Ads,2
43,Other,Rural,96,36,9,1,17,7,245,0,True,8,697,Mobile,1254,14,0,Email,0
63,Female,Rural,417,35,2,4,476,3,376,0,False,4,494,Desktop,2093,9,4,Email,0
56,Other,Suburban,513,34,8,4,210,11,494,0,False,10,1102,Mobile,487,11,5,Email,2
56,Male,Suburban,219,40,1,3,378,1,470,0,True,6,1688,Mobile,546,15,5,Email,0
47,Male,Suburban,486,19,9,1,409,14,274,0,True,2,311,Mobile,977,3,2,Social Media,0
45,Female,Suburban,149,10,4,2,137,6,141,0,True,3,249,Tablet,2875,2,4,Social Media,1
37,Other,Urban,234,19,0,5,193,6,225,0,False,1,504,Tablet,363,7,1,Organic Search,0
25,Female,Urban,466,41,5,1,413,19,152,0,False,1,902,Mobile,2348,12,4,Paid Ads,0
19,Male,Urban,199,21,20,2,392,14,318,0,False,1,805,Desktop,485,11,0,Paid Ads,0
60,Other,Rural,41,12,6,1,382,5,307,0,True,5,250,Tablet,1393,10,1,Paid Ads,0
44,Other,Suburban,387,47,9,5,68,3,145,0,False,4,1869,Mobile,2491,3,0,Paid Ads,2
31,Female,Urban,43,50,2,5,332,0,298,0,False,8,103,Desktop,302,1,3,Social Media,0
60,Male,Urban,448,3,19,3,41,4,39,0,False,2,1312,Mobile,1400,12,1,Social Media,0
54,Other,Suburban,59,6,20,3,282,6,222,0,False,4,1705,Mobile,383,12,4,Social Media,0
29,Female,Suburban,119,23,3,4,43,5,21,0,True,5,1065,Desktop,2476,6,5,Paid Ads,0
32,Male,Urban,43,30,1,2,383,1,178,0,True,8,1372,Desktop,2926,4,3,Email,0
29,Male,Urban,538,10,8,1,205,9,494,0,True,8,1911,Tablet,2713,10,2,Paid Ads,0
40,Other,Rural,462,37,5,4,134,10,284,0,False,5,1654,Desktop,3196,5,5,Organic Search,0
22,Male,Rural,522,49,14,5,458,1,375,0,True,8,290,Desktop,104,5,5,Paid Ads,2
46,Other,Suburban,149,21,14,5,292,8,115,0,True,8,1222,Mobile,1075,8,2,Organic Search,2
57,Male,Suburban,123,1,2,2,429,0,408,0,True,5,686,Mobile,2132,5,2,Paid Ads,0
38,Female,Suburban,46,20,11,5,437,6,242,0,False,2,80,Mobile,3322,14,1,Social Media,2
43,Male,Rural,589,21,18,1,491,17,292,0,False,8,1025,Tablet,475,2,4,Email,0
40,Male,Suburban,254,29,1,4,155,16,202,0,False,8,1235,Desktop,3569,4,0,Organic Search,0
27,Other,Urban,403,43,15,1,467,7,350,0,False,6,1637,Mobile,3530,15,5,Organic Search,0
20,Female,Urban,45,10,5,3,461,15,339,0,True,10,637,Tablet,1683,5,1,Paid Ads,1
20,Male,Urban,293,9,3,1,206,4,461,0,False,10,11,Desktop,668,8,4,Email,0
54,Other,Suburban,279,6,1,4,389,0,125,0,False,8,1665,Tablet,2531,5,3,Email,0
64,Other,Suburban,508,35,13,4,479,1,402,0,False,1,992,Tablet,2768,4,4,Paid Ads,2
61,Female,Rural,460,42,12,5,40,15,201,0,False,10,1905,Tablet,117,2,3,Email,2
23,Male,Suburban,354,50,13,3,36,18,136,0,False,7,1379,Tablet,1717,6,2,Paid Ads,0
61,Male,Urban,95,6,0,5,219,7,241,0,False,10,1825,Tablet,2970,1,1,Organic Search,0
32,Other,Urban,134,23,13,2,319,5,302,0,False,9,1673,Desktop,587,0,1,Email,0
20,Other,Rural,98,8,2,2,308,19,216,0,True,8,1770,Tablet,1049,7,0,Email,0
53,Male,Urban,146,50,17,5,136,12,26,0,True,5,1247,Mobile,1267,9,3,Social Media,2
37,Male,Rural,483,1,5,5,389,1,30,0,True,7,1107,Mobile,2540,13,5,Organic Search,0
35,Male,Suburban,75,45,16,5,494,5,367,0,False,7,107,Tablet,1485,5,2,Social Media,2
69,Male,Rural,257,43,5,5,474,8,50,0,True,6,890,Tablet,2486,6,0,Email,0
46,Male,Suburban,308,41,2,3,447,12,128,0,True,6,992,Desktop,3578,2,1,Paid Ads,0
59,Female,Urban,583,10,9,5,267,13,486,0,False,6,182,Desktop,683,13,1,Social Media,2
24,Other,Urban,336,19,12,1,466,17,158,0,False,7,598,Mobile,1088,3,0,Social Media,0
62,Female,Urban,447,20,1,2,422,8,167,0,False,1,165,Mobile,2566,2,2,Organic Search,0
47,Other,Urban,525,1,1,1,390,11,95,0,False,10,617,Tablet,312,4,4,Email,0
65,Female,Urban,229,7,20,1,52,10,158,0,True,2,1043,Tablet,1294,3,4,Paid Ads,0
58,Female,Rural,406,32,11,5,144,12,97,0,False,4,950,Desktop,3522,5,0,Social Media,2
52,Other,Rural,199,8,0,2,442,2,73,0,True,6,550,Tablet,2651,2,1,Paid Ads,0
42,Male,Rural,181,8,11,4,111,15,191,0,False,3,1011,Mobile,266,11,2,Social Media,2
69,Male,Urban,133,32,17,5,178,9,461,0,False,9,1283,Desktop,2328,5,3,Email,2
55,Female,Suburban,441,25,19,1,461,10,46,0,True,7,688,Desktop,3028,2,3,Social Media,0
39,Female,Rural,431,27,4,5,100,6,337,0,True,6,1921,Desktop,575,8,5,Paid Ads,0
