age,gender,location,time_on_site,pages_visited,num_purchases,customer_rating,product_id,category_id,price,discount,in_stock,delivery_time,user_id,device_type,session_duration,orders_completed,support_interactions,marketing_channel,target
30,Other,Urban,281,21,17,5,13,3,187,0,False,5,765,Tablet,1574,7,5,Email,0
60,Other,Urban,179,37,17,5,64,13,247,0,False,9,317,Mobile,2819,10,4,Organic Search,0
63,Female,Urban,408,11,16,4,215,15,340,0,False,5,820,Tablet,924,4,0,Paid Ads,1
63,Female,Urban,128,20,10,4,329,18,283,0,False,5,1822,Tablet,2892,1,2,Email,0
41,Female,Urban,161,24,16,1,338,4,375,0,True,4,922,Tablet,1870,9,2,Email,0
18,Male,Urban,308,20,16,4,188,18,338,0,True,1,1021,Mobile,2791,10,1,Organic Search,1
34,Female,Urban,550,34,17,3,388,18,282,0,False,8,1456,Tablet,3042,5,2,Paid Ads,0
41,Other,Rural,90,19,3,5,246,16,457,0,False,9,1786,Desktop,3238,7,1,Organic Search,0
48,Other,Urban,413,33,18,1,457,4,34,0,True,4,1058,Mobile,1688,8,3,Social Media,0
29,Male,Urban,404,32,20,2,287,17,84,0,False,8,1113,Desktop,1560,4,2,Paid Ads,0
32,Male,Rural,394,49,10,2,450,12,485,0,True,5,1581,Mobile,1526,1,2,Organic Search,0
55,Male,Suburban,512,22,10,5,178,7,435,0,False,6,958,Tablet,1094,11,0,Social Media,1
63,Other,Suburban,151,37,5,1,254,10,468,0,False,6,944,Mobile,2377,4,2,Organic Search,0
56,Female,Suburban,594,2,20,4,74,17,240,0,False,4,1648,Mobile,2760,10,4,Email,1
58,Other,Suburban,369,7,8,2,7,7,73,0,True,2,1746,Tablet,2907,12,4,Paid Ads,0
36,Male,Urban,350,7,6,2,457,3,186,0,True,10,1404,Desktop,2264,8,4,Social Media,0
37,Other,Suburban,245,4,11,3,129,1,408,0,True,9,727,Mobile,2559,3,0,Email,0
67,Male,Suburban,350,29,12,1,224,4,335,0,True,10,100,Desktop,1226,10,1,Social Media,0
62,Male,Suburban,562,8,8,4,255,9,498,0,True,2,164,Tablet,3588,6,4,Email,1
47,Other,Suburban,468,21,19,5,217,4,240,0,False,4,618,Mobile,108,14,1,Organic Search,1
55,Other,Suburban,584,27,18,4,81,19,151,0,False,6,1300,Mobile,1613,3,1,Social Media,1
25,Female,Rural,420,4,6,4,64,7,253,0,True,1,1397,Mobile,2287,13,5,Email,1
27,Male,Suburban,164,13,3,1,441,9,211,0,False,5,155,Tablet,1859,4,3,Social Media,0
30,Female,Urban,598,19,9,1,393,4,276,0,False,6,245,Tablet,1071,4,2,Paid Ads,0
20,Female,Suburban,290,23,7,3,89,12,158,0,False,6,1066,Desktop,622,15,5,Social Media,0
62,Other,Suburban,91,46,1,2,306,0,324,0,True,6,771,Tablet,3580,5,3,Paid Ads,0
67,Other,Rural,100,9,13,5,111,4,175,0,False,4,450,Desktop,646,7,1,Paid Ads,0
41,Male,Urban,295,38,10,2,424,9,30,0,False,5,1597,Desktop,1970,1,5,Organic Search,0
28,Male,Suburban,335,7,13,4,274,1,333,0,False,3,924,Tablet,663,6,3,Organic Search,1
54,Other,Suburban,89,50,9,4,93,10,118,0,True,7,1773,Mobile,2012,14,1,Organic Search,0
29,Male,Urban,173,16,3,2,405,16,381,0,True,3,334,Mobile,2956,0,2,Email,0
43,Other,Rural,123,38,8,2,177,18,329,0,False,7,1334,Desktop,1829,7,4,Paid Ads,0
42,Female,Rural,386,27,19,5,462,8,168,0,False,1,1862,Tablet,1876,14,0,Organic Search,1
28,Female,Urban,468,15,18,4,36,7,217,0,False,6,979,Tablet,131,6,3,Social Media,1
53,Male,Urban,550,21,2,4,63,4,162,0,True,2,1853,Desktop,3135,10,5,Social Media,0
39,Male,Urban,143,50,2,4,413,11,181,0,False,1,1467,Mobile,2465,8,1,Social Media,0
66,Other,Suburban,293,47,13,2,81,9,418,0,False,10,862,Mobile,257,2,0,Organic Search,0
51,Other,Rural,416,18,12,2,197,4,389,0,True,2,681,Mobile,1750,10,5,Email,0
59,Other,Rural,379,46,9,2,199,12,192,0,False,6,1955,Tablet,3406,15,4,Email,0
48,Male,Urban,424,3,17,1,325,4,70,0,False,6,1813,Mobile,2706,12,3,Organic Search,0
64,Male,Urban,398,42,3,5,319,10,465,0,False,2,522,Mobile,3238,0,5,Paid Ads,0
41,Other,Rural,106,29,5,1,469,15,20,0,False,5,98,Desktop,1197,14,5,Email,0
60,Female,Rural,324,3,0,2,58,19,461,0,False,5,416,Desktop,919,0,1,Paid Ads,0
67,Other,Suburban,200,9,5,2,76,12,291,0,False,4,1490,Mobile,1124,4,3,Email,0
55,Other,Rural,494,35,9,1,224,11,256,0,True,2,1047,Mobile,2349,4,1,Paid Ads,0
67,Male,Rural,415,32,17,5,207,5,47,0,False,5,1537,Mobile,3560,15,5,Social Media,1
30,Male,Urban,78,19,15,4,396,15,108,0,False,8,1086,Mobile,2052,10,0,Paid Ads,0
22,Other,Rural,426,34,9,4,449,4,385,0,False,10,1630,Mobile,542,8,4,Organic Search,1
20,Female,Urban,484,21,8,1,20,14,392,0,False,2,88,Mobile,2437,12,3,Email,0
55,Male,Rural,480,14,13,4,85,18,329,0,False,8,1169,Mobile,779,14,0,Organic Search,1
63,Male,Suburban,540,16,8,1,22,13,449,0,False,3,245,Tablet,2585,10,3,Organic Search,0
39,Male,Suburban,163,13,5,3,270,1,103,0,False,10,1555,Mobile,2807,5,1,Organic Search,0
64,Male,Urban,27,4,20,3,230,10,429,0,False,7,307,Mobile,2499,8,5,Email,0
48,Female,Rural,284,21,14,1,311,0,491,0,True,6,683,Mobile,3361,9,1,Social Media,0
60,Female,Suburban,70,1,16,5,89,13,347,0,True,8,384,Desktop,3092,13,2,Social Media,0
42,Female,Rural,125,35,19,4,95,8,129,0,True,3,1714,Mobile,1782,5,2,Organic Search,0
19,Other,Urban,73,22,3,1,179,4,82,0,False,5,1620,Mobile,1768,0,4,Organic Search,0
39,Other,Rural,182,21,6,1,33,11,16,0,True,3,1545,Desktop,2051,1,1,Organic Search,0
44,Male,Suburban,425,50,12,3,411,2,194,0,False,7,1286,Mobile,769,1,2,Paid Ads,0
51,Female,Urban,470,23,3,4,49,4,433,0,False,1,1472,Tablet,2208,10,4,Email,0
44,Other,Urban,379,23,2,3,300,13,55,0,False,1,1324,Tablet,1063,9,5,Social Media,0
58,Male,Rural,93,49,19,3,47,17,487,0,False,8,1020,Mobile,1864,11,1,Social Media,0
56,Other,Suburban,387,36,2,5,82,19,165,0,False,9,1024,Desktop,2340,10,1,Organic Search,0
28,Other,Suburban,371,36,7,1,85,8,319,0,False,2,969,Tablet,368,7,5,Organic Search,0
29,Female,Suburban,554,40,5,2,426,12,354,0,False,8,186,Desktop,2891,0,5,Social Media,0
36,Other,Urban,256,41,18,4,339,8,381,0,False,1,76,Mobile,3460,2,3,Email,0
30,Other,Urban,222,25,20,2,336,8,375,0,False,2,536,Mobile,3186,7,5,Email,0
18,Other,Rural,11,28,16,4,440,3,400,0,True,1,1026,Tablet,2639,15,1,Social Media,0
33,Male,Urban,411,40,15,4,364,5,109,0,False,8,878,Mobile,2724,3,1,Organic Search,1
69,Female,Suburban,68,32,20,3,115,11,418,0,True,1,1662,Tablet,108,13,3,Paid Ads,0
27,Male,Rural,195,17,7,3,408,4,401,0,False,8,118,Mobile,1990,1,3,Social Media,0
24,Male,Suburban,208,4,2,4,44,14,374,0,False,4,1297,Tablet,498,1,2,Organic Search,0
46,Female,Rural,341,4,3,3,91,18,47,0,True,3,775,Desktop,1263,6,2,Organic Search,0
65,Other,Suburban,328,27,12,1,9,5,385,0,False,1,1661,Tablet,1858,11,2,Social Media,0
57,Female,Urban,122,2,16,5,106,5,303,0,True,10,1112,Tablet,3123,14,3,Organic Search,0
59,Other,Urban,476,43,15,4,104,14,478,0,True,7,501,Mobile,3147,0,5,Paid Ads,1
63,Female,Rural,47,45,10,2,350,15,312,0,False,9,1657,Mobile,403,14,2,Email,0
32,Male,Rural,100,49,0,5,397,14,70,0,False,1,1029,Mobile,494,7,5,Social Media,0
35,Male,Suburban,136,9,10,4,78,14,371,0,False,10,948,Desktop,1078,3,1,Organic Search,0
27,Other,Urban,472,24,3,3,236,9,184,0,False,4,132,Desktop,2573,5,1,Organic Search,0
70,Female,Urban,320,14,5,2,295,9,228,0,True,3,1627,Mobile,1931,10,1,Paid Ads,0
65,Male,Rural,245,34,3,1,497,9,96,0,False,5,1761,Mobile,661,5,2,Paid Ads,0
41,Male,Urban,188,36,10,4,225,5,487,0,False,9,1051,Desktop,2123,5,4,Email,0
46,Other,Rural,542,12,0,2,229,11,466,0,True,3,1280,Tablet,561,0,3,Organic Search,0
47,Female,Suburban,257,39,19,2,69,6,305,0,False,9,1738,Desktop,994,0,4,Organic Search,0
56,Other,Suburban,367,29,1,2,135,11,334,0,False,10,747,Desktop,1450,10,4,Organic Search,0
19,Female,Rural,575,22,19,3,199,6,193,0,False,5,1103,Tablet,1033,0,3,Email,0
44,Male,Suburban,197,50,3,2,54,7,436,0,False,8,1677,Mobile,3382,5,4,Email,0
34,Male,Rural,208,11,16,5,428,13,352,0,False,2,686,Desktop,435,15,4,Paid Ads,0
41,Other,Suburban,570,31,5,5,13,16,140,0,False,8,404,Desktop,374,3,3,Paid Ads,0
35,Female,Rural,550,42,10,2,191,15,49,0,True,3,1587,Tablet,221,1,0,Social Media,0
27,Male,Urban,224,40,2,5,329,0,355,0,False,8,1960,Mobile,2301,13,3,Email,0
48,Female,Suburban,274,4,11,2,304,5,439,0,False,4,1508,Desktop,1940,13,5,Email,0
37,Female,Suburban,43,46,4,2,171,15,112,0,False,2,45,Desktop,755,3,2,Organic Search,0
68,Male,Suburban,249,9,2,2,81,7,389,0,True,4,1464,Mobile,3204,3,4,Email,0
53,Female,Rural,482,50,1,1,440,13,227,0,False,4,1246,Tablet,2393,4,2,Email,0
32,Female,Urban,226,46,12,5,447,13,454,0,True,3,754,Mobile,461,7,5,Email,0
24,Other,Urban,562,18,5,3,91,2,218,0,True,4,772,Mobile,2804,6,1,Email,0
22,Female,Suburban,551,40,14,2,143,6,408,0,True,5,1983,Tablet,454,10,2,Paid Ads,0
41,Other,Urban,436,38,3,2,94,3,189,0,False,4,730,Mobile,270,10,1,Organic Search,0
40,Male,Rural,114,22,20,3,211,18,437,0,False,4,768,Desktop,847,13,2,Organic Search,0
69,Other,Rural,493,2,18,3,429,8,103,0,False,10,1733,Desktop,2827,3,1,Organic Search,0
24,Male,Urban,430,7,3,4,226,9,183,0,True,5,1056,Mobile,2006,2,5,Paid Ads,0
21,Male,Rural,160,22,19,5,190,10,128,0,True,4,1739,Mobile,2675,0,1,Email,0
55,Other,Urban,195,22,2,4,447,0,401,0,False,3,1433,Tablet,3127,10,0,Paid Ads,0
54,Male,Suburban,192,3,17,5,102,7,133,0,False,3,1874,Mobile,1721,7,3,Organic Search,0
34,Other,Urban,241,7,4,3,245,18,465,0,True,9,713,Mobile,190,15,1,Paid Ads,0
66,Male,Suburban,190,8,2,1,481,7,301,0,True,7,758,Mobile,1750,7,3,Paid Ads,0
22,Male,Rural,253,34,14,3,272,2,92,0,False,4,982,Desktop,691,7,3,Social Media,0
60,Other,Rural,203,2,16,3,71,9,303,0,True,4,764,Tablet,3022,14,1,Organic Search,0
68,Female,Suburban,31,31,3,4,422,17,169,0,True,9,1054,Mobile,3594,5,2,Email,0
21,Female,Rural,430,30,18,1,319,10,368,0,False,4,1163,Mobile,3135,9,3,Email,0
57,Female,Rural,213,18,8,1,433,13,254,0,False,10,1535,Desktop,3164,7,1,Social Media,0
46,Male,Rural,387,49,2,2,11,13,323,0,True,2,1854,Mobile,330,11,1,Email,0
56,Male,Suburban,45,39,10,1,81,19,215,0,False,6,1407,Desktop,804,12,4,Social Media,0
45,Male,Suburban,493,40,18,5,248,1,152,0,True,10,1748,Tablet,2125,13,1,Organic Search,1
60,Other,Urban,580,9,8,5,45,18,367,0,False,3,1916,Desktop,259,1,5,Paid Ads,1
28,Male,Rural,523,8,3,2,460,18,181,0,False,3,106,Tablet,3135,9,1,Organic Search,0
58,Male,Rural,256,39,19,1,237,10,62,0,False,9,334,Mobile,3190,14,2,Social Media,0
31,Other,Suburban,105,29,5,5,298,11,121,0,False,3,1181,Mobile,92,14,5,Paid Ads,0
46,Female,Rural,552,37,4,2,7,17,267,0,False,1,1644,Desktop,2294,7,2,Social Media,0
66,Female,Urban,447,43,20,1,262,2,397,0,False,6,800,Desktop,1110,7,5,Paid Ads,0
60,Female,Urban,188,40,3,5,49,4,410,0,False,5,1634,Mobile,635,1,4,Social Media,0
40,Female,Suburban,392,37,19,2,200,18,300,0,False,6,772,Tablet,2814,13,3,Paid Ads,0
34,Male,Urban,63,17,7,1,72,19,118,0,True,4,949,Mobile,3069,9,1,Social Media,0
49,Male,Urban,527,44,2,2,192,1,403,0,True,10,611,Mobile,623,2,2,Paid Ads,0
43,Female,Suburban,521,50,5,2,235,16,287,0,True,1,39,Desktop,1169,8,0,Social Media,0
40,Female,Suburban,157,14,1,5,167,15,139,0,True,2,340,Desktop,2218,15,4,Organic Search,0
22,Other,Rural,116,2,17,1,408,4,375,0,False,4,455,Tablet,1461,15,0,Paid Ads,0
57,Male,Urban,579,21,14,1,63,15,312,0,False,5,1352,Tablet,369,5,2,Organic Search,0
37,Other,Urban,28,12,15,5,87,9,347,0,False,1,1692,Desktop,968,2,0,Social Media,0
70,Female,Suburban,294,24,16,1,363,5,208,0,True,3,1346,Mobile,2193,12,3,Social Media,0
66,Male,Rural,151,27,5,4,296,6,306,0,True,6,891,Desktop,1834,15,1,Social Media,0
47,Male,Urban,406,6,8,1,309,16,163,0,False,8,88,Desktop,872,14,3,Social Media,0
45,Female,Suburban,188,7,1,5,137,17,319,0,False,10,1399,Desktop,2965,5,5,Paid Ads,0
42,Male,Urban,276,3,9,3,266,10,40,0,False,7,192,Desktop,1102,6,0,Social Media,0
55,Other,Suburban,495,16,18,2,215,6,51,0,False,8,1276,Mobile,104,5,1,Paid Ads,0
47,Female,Suburban,110,19,9,3,377,16,345,0,True,5,673,Mobile,3445,10,2,Email,0
20,Female,Urban,288,47,16,1,345,17,275,0,False,3,363,Mobile,3122,10,2,Paid Ads,0
66,Other,Urban,188,8,19,1,151,17,476,0,True,3,832,Mobile,1524,1,0,Paid Ads,0
42,Other,Rural,228,8,10,3,121,7,227,0,True,7,1718,Desktop,3067,15,3,Organic Search,0
67,Female,Suburban,286,11,11,5,348,14,163,0,True,8,570,Tablet,1780,7,5,Social Media,0
26,Female,Rural,159,22,18,3,428,0,471,0,False,9,742,Tablet,2758,8,1,Paid Ads,0
35,Other,Suburban,500,20,14,4,55,14,52,0,False,10,1990,Desktop,1556,5,4,Organic Search,1
33,Female,Suburban,365,40,0,5,14,0,279,0,True,10,1739,Desktop,258,9,5,Email,0
45,Female,Suburban,314,7,3,4,417,9,254,0,True,5,95,Mobile,2431,6,0,Organic Search,0
42,Other,Suburban,99,16,13,5,149,13,182,0,True,9,1905,Desktop,1529,9,2,Organic Search,0
60,Male,Suburban,510,10,11,4,179,19,407,0,True,1,1125,Desktop,1786,15,5,Email,1
45,Male,Suburban,337,34,1,1,266,4,425,0,True,2,821,Mobile,1577,1,3,Social Media,0
39,Female,Rural,191,35,0,4,456,14,431,0,False,3,1703,Mobile,2807,8,1,Paid Ads,0
32,Female,Suburban,196,1,18,4,317,16,333,0,True,6,700,Tablet,1883,2,0,Social Media,0
28,Other,Suburban,470,10,9,1,385,0,13,0,False,10,405,Mobile,2181,4,0,Paid Ads,0
68,Other,Suburban,380,46,10,1,456,1,322,0,True,9,379,Mobile,2873,13,3,Paid Ads,0
43,Other,Rural,476,7,15,5,142,10,82,0,False,6,1500,Mobile,2231,0,0,Paid Ads,1
39,Female,Urban,391,38,7,4,382,3,227,0,False,8,304,Mobile,2739,6,1,Social Media,1
30,Other,Suburban,552,15,10,2,291,11,388,0,True,3,1854,Mobile,835,10,4,Paid Ads,0
70,Other,Suburban,180,23,20,3,446,3,365,0,True,6,1720,Tablet,198,1,5,Organic Search,0
65,Other,Suburban,279,14,1,3,318,13,156,0,True,7,411,Mobile,494,8,1,Email,0
32,Other,Suburban,152,26,16,5,434,2,131,0,True,4,720,Desktop,1157,6,5,Organic Search,0
27,Male,Urban,460,48,0,5,130,4,181,0,False,10,609,Mobile,918,11,1,Organic Search,0
31,Male,Suburban,495,34,13,2,64,5,469,0,True,7,1821,Mobile,2506,6,0,Organic Search,0
62,Male,Urban,565,16,3,2,371,12,238,0,False,2,1728,Desktop,2692,12,1,Paid Ads,0
42,Male,Suburban,103,33,9,5,436,12,202,0,False,7,153,Mobile,2799,4,3,Social Media,0
40,Female,Urban,255,20,19,2,116,19,280,0,False,4,1341,Mobile,999,13,2,Organic Search,0
68,Other,Urban,35,44,20,5,116,11,283,0,True,4,491,Tablet,462,15,3,Email,0
56,Female,Urban,243,50,7,2,238,19,134,0,False,8,1735,Desktop,1703,10,1,Organic Search,0
47,Other,Urban,143,31,7,3,105,5,176,0,False,4,1130,Desktop,1622,6,3,Social Media,0
40,Other,Urban,233,39,3,5,373,5,432,0,False,6,425,Tablet,1501,13,2,Organic Search,0
43,Other,Urban,329,11,16,2,206,17,46,0,False,6,618,Mobile,2345,10,0,Email,0
26,Female,Suburban,48,43,13,3,261,6,60,0,False,3,1833,Tablet,1740,7,5,Social Media,0
35,Other,Urban,81,38,20,4,195,2,115,0,True,8,44,Tablet,2911,11,1,Organic Search,0
63,Other,Urban,236,34,0,5,159,0,173,0,True,1,1715,Tablet,2360,2,5,Email,0
64,Female,Rural,523,8,15,2,66,15,264,0,True,1,118,Mobile,337,13,1,Organic Search,0
57,Other,Suburban,398,1,6,1,112,10,79,0,False,4,1779,Desktop,3219,9,0,Paid Ads,0
52,Other,Suburban,461,8,4,5,166,3,135,0,True,5,1308,Desktop,848,8,1,Paid Ads,0
24,Male,Suburban,558,23,9,3,180,3,438,0,True,7,424,Mobile,632,14,5,Social Media,0
59,Other,Suburban,19,38,12,3,136,4,178,0,False,1,1721,Tablet,2833,14,0,Organic Search,0
70,Female,Suburban,107,7,2,4,389,16,190,0,True,4,332,Mobile,467,6,3,Social Media,0
43,Male,Suburban,188,23,17,3,467,14,464,0,False,9,936,Mobile,536,8,5,Email,0
59,Other,Rural,130,33,12,1,276,5,196,0,True,10,1315,Desktop,3184,6,4,Paid Ads,0
55,Other,Urban,272,18,9,1,6,16,328,0,True,8,358,Mobile,2714,12,1,Organic Search,0
38,Other,Urban,545,33,19,4,429,1,392,0,True,1,979,Desktop,1875,4,2,Email,1
67,Male,Urban,139,50,4,2,43,12,154,0,False,5,1630,Mobile,2359,4,0,Paid Ads,0
69,Female,Rural,156,19,8,4,235,19,206,0,False,10,1477,Tablet,1984,11,2,Paid Ads,0
25,Other,Suburban,244,7,1,4,245,6,207,0,False,10,171,Desktop,3272,9,4,Social Media,0
50,Other,Rural,435,34,6,2,31,19,15,0,True,10,708,Mobile,1909,5,5,Organic Search,0
18,Male,Urban,52,50,4,5,113,15,168,0,False,3,662,Tablet,517,13,5,Paid Ads,0
43,Male,Rural,323,19,20,2,351,18,329,0,False,5,503,Mobile,1635,4,1,Organic Search,0
39,Female,Rural,576,46,18,2,37,5,178,0,False,9,1772,Tablet,581,5,4,Organic Search,0
70,Other,Rural,185,10,16,5,230,17,332,0,False,8,1507,Mobile,1218,0,4,Paid Ads,0
42,Male,Suburban,205,27,4,2,193,14,340,0,True,10,771,Tablet,3368,9,0,Paid Ads,0
66,Other,Urban,588,6,3,3,119,1,117,0,True,7,1142,Mobile,1269,14,4,Paid Ads,0
61,Male,Rural,140,2,20,1,264,1,278,0,False,2,1758,Desktop,3256,1,3,Organic Search,0
27,Other,Suburban,46,4,7,3,254,4,482,0,False,5,516,Tablet,2556,8,1,Paid Ads,0
57,Male,Urban,548,45,17,1,207,2,75,0,False,3,1515,Tablet,3302,11,0,Social Media,0
42,Male,Urban,134,39,1,1,9,16,492,0,True,7,1064,Desktop,765,11,0,Organic Search,0
28,Other,Suburban,343,19,3,3,140,18,234,0,True,3,976,Mobile,2860,12,2,Email,0
21,Female,Rural,419,12,16,1,180,15,116,0,True,4,1886,Mobile,2350,7,0,Email,0
45,Male,Suburban,43,41,14,5,346,9,104,0,True,10,852,Mobile,3013,11,1,Organic Search,0
19,Male,Urban,275,23,4,4,323,1,488,0,True,1,85,Tablet,2983,14,1,Organic Search,0
49,Male,Urban,162,44,13,1,124,8,421,0,False,8,1835,Tablet,1206,4,2,Email,0
18,Other,Suburban,68,43,16,4,406,15,294,0,True,4,1004,Desktop,2265,1,4,Organic Search,0
27,Other,Rural,104,34,0,1,379,11,309,0,True,2,887,Mobile,3078,3,2,Organic Search,0
55,Female,Urban,112,8,12,5,460,1,178,0,True,4,1595,Desktop,1200,12,4,Email,0
22,Male,Suburban,58,19,6,1,145,18,231,0,True,2,1996,Tablet,1993,7,0,Paid Ads,0
39,Female,Suburban,41,18,9,3,86,7,68,0,True,9,509,Desktop,3275,7,1,Email,0
41,Male,Rural,529,37,5,5,72,2,19,0,False,9,651,Desktop,728,4,4,Organic Search,0
56,Other,Suburban,177,1,16,5,437,2,296,0,True,8,1950,Mobile,3322,9,4,Paid Ads,0
58,Male,Suburban,137,3,19,2,431,14,473,0,False,2,697,Tablet,1979,5,4,Email,0
20,Female,Suburban,353,43,13,1,107,7,418,0,True,8,947,Desktop,217,0,5,Email,0
63,Female,Rural,61,39,1,3,66,11,60,0,True,7,360,Tablet,715,13,4,Email,0
24,Other,Urban,184,2,4,2,267,7,474,0,True,7,155,Desktop,3541,7,1,Paid Ads,0
44,Other,Suburban,525,28,12,3,375,17,314,0,True,9,523,Desktop,2053,1,4,Social Media,0
64,Other,Suburban,290,25,20,5,332,9,68,0,False,2,1592,Mobile,511,15,0,Organic Search,0
20,Other,Urban,508,46,17,1,222,6,487,0,False,1,1463,Mobile,2838,0,2,Paid Ads,0
41,Female,Rural,76,37,6,3,331,10,483,0,False,5,1179,Mobile,877,5,4,Organic Search,0
40,Male,Rural,538,27,17,3,96,11,395,0,True,7,199,Desktop,2574,0,5,Social Media,0
21,Male,Rural,515,22,7,3,202,18,356,0,False,2,357,Tablet,333,2,0,Social Media,0
31,Female,Rural,584,29,16,2,384,5,420,0,True,5,1117,Desktop,1456,2,4,Paid Ads,0
31,Male,Suburban,143,1,14,3,12,19,31,0,False,6,1058,Mobile,2476,6,0,Paid Ads,0
19,Male,Rural,543,39,17,1,160,18,87,0,False,5,433,Mobile,996,3,5,Email,0
41,Other,Suburban,253,2,19,5,274,18,173,0,True,10,668,Mobile,1959,15,3,Email,0
39,Female,Suburban,506,12,13,2,348,13,65,0,True,5,1331,Desktop,675,14,0,Organic Search,0
45,Female,Suburban,303,21,0,2,33,5,267,0,True,9,1072,Mobile,498,9,0,Email,0
50,Female,Suburban,460,48,7,2,293,15,446,0,False,10,623,Mobile,2019,2,1,Email,0
32,Other,Urban,292,3,5,4,119,19,182,0,True,9,1839,Tablet,683,1,5,Organic Search,0
68,Male,Suburban,256,7,7,2,283,1,278,0,False,2,1747,Mobile,1874,12,0,Paid Ads,0
30,Male,Suburban,52,3,4,2,12,19,164,0,False,6,136,Desktop,2735,4,4,Paid Ads,0
22,Female,Urban,212,41,3,4,436,1,491,0,True,8,1201,Tablet,2415,11,3,Paid Ads,0
23,Male,Rural,597,21,0,1,386,8,297,0,True,7,225,Tablet,443,2,4,Social Media,0
55,Male,Suburban,246,19,10,1,266,2,39,0,False,5,414,Tablet,1568,11,2,Social Media,0
37,Other,Suburban,578,9,17,3,119,4,57,0,True,10,117,Mobile,2422,13,0,Paid Ads,0
35,Male,Rural,362,6,4,2,427,3,428,0,True,1,189,Mobile,3179,15,5,Paid Ads,0
19,Other,Urban,108,35,16,4,302,8,419,0,False,8,17,Mobile,2189,8,2,Paid Ads,0
31,Male,Suburban,27,43,16,3,299,11,139,0,True,10,1543,Mobile,566,11,5,Organic Search,0
37,Male,Urban,155,40,12,2,179,15,312,0,True,10,1854,Tablet,701,9,5,Social Media,0
24,Male,Suburban,365,14,18,1,150,10,496,0,True,9,492,Tablet,279,9,5,Paid Ads,0
50,Male,Suburban,75,50,13,1,70,3,491,0,True,4,122,Desktop,3551,10,3,Paid Ads,0
43,Other,Suburban,493,22,2,2,442,6,447,0,False,7,205,Tablet,1532,3,2,Paid Ads,0
54,Other,Rural,94,18,14,1,318,5,436,0,True,5,834,Tablet,1040,12,0,Email,0
46,Other,Suburban,228,32,18,2,427,17,415,0,True,10,211,Mobile,3065,1,2,Paid Ads,0
