age,gender,location,time_on_site,pages_visited,num_purchases,customer_rating,product_id,category_id,price,discount,in_stock,delivery_time,user_id,device_type,session_duration,orders_completed,support_interactions,marketing_channel,target,bid_amount,product_value
20,Male,Urban,48,24,13,4,486,5,443,0,True,6,204,Tablet,2554,11,0,Email,0,70.01016030982295,443
57,Female,Rural,187,44,3,5,198,4,134,0,False,2,1219,Mobile,1549,8,2,Social Media,0,11.685331147449459,134
52,Male,Urban,19,20,12,2,354,4,67,0,True,10,119,Mobile,3107,2,4,Paid Ads,0,89.78902771659827,67
67,Other,Suburban,552,26,11,2,185,7,253,0,True,10,406,Mobile,1693,9,4,Email,0,53.19565087251594,253
42,Other,Urban,14,18,11,2,222,19,360,0,True,9,1593,Mobile,218,3,4,Email,0,23.356649481091186,360
63,Male,Suburban,62,26,15,2,368,14,184,0,False,3,314,Desktop,73,12,5,Social Media,1,98.8843400109163,184
29,Other,Suburban,214,24,5,5,92,14,168,0,False,7,538,Mobile,3051,2,3,Organic Search,0,92.07171525309184,168
60,Female,Urban,293,28,0,2,343,1,31,0,False,2,669,Desktop,3366,7,4,Organic Search,0,65.47804756490181,31
19,Other,Suburban,496,3,19,3,353,10,486,0,False,2,786,Mobile,446,14,3,Organic Search,1,49.05809492587316,486
28,Female,Urban,53,17,0,5,63,1,382,0,True,5,1195,Mobile,2248,1,5,Paid Ads,0,25.50725488025627,382
21,Female,Rural,452,27,3,4,141,15,257,0,True,2,293,Mobile,2953,10,5,Social Media,0,39.65387179523546,257
55,Male,Urban,57,39,12,4,111,3,164,0,False,1,1837,Desktop,2161,4,3,Organic Search,1,40.16145488352301,164
63,Female,Rural,583,21,7,4,36,3,144,0,False,9,369,Mobile,2950,9,5,Email,0,57.093752355468226,144
27,Female,Suburban,311,19,20,5,160,12,60,0,False,10,741,Tablet,2267,1,3,Email,1,58.53513148978187,60
43,Female,Suburban,522,18,19,4,50,15,481,0,False,3,42,Desktop,2419,7,4,Email,1,22.9225900027851,481
54,Female,Urban,472,42,13,5,430,17,150,0,False,3,836,Mobile,2123,11,3,Paid Ads,0,43.148367904026415,150
62,Other,Rural,519,40,16,5,285,10,400,0,False,7,491,Mobile,908,11,4,Organic Search,0,44.89704786311135,400
39,Other,Rural,288,36,10,1,254,5,392,0,False,3,1381,Tablet,636,4,3,Organic Search,0,60.77433880667353,392
36,Male,Rural,127,21,18,2,210,16,286,0,False,8,1876,Mobile,416,5,0,Social Media,0,27.98907843251143,286
22,Other,Suburban,339,19,4,2,117,4,271,0,False,8,620,Tablet,168,5,4,Social Media,0,88.19636062472073,271
63,Male,Suburban,438,14,18,1,486,19,94,0,True,4,1798,Mobile,3504,12,3,Email,0,18.50313924437657,94
59,Male,Rural,103,40,19,4,418,13,331,0,False,1,162,Desktop,2713,7,5,Social Media,1,30.809416454266884,331
31,Female,Urban,532,1,19,5,267,2,135,0,False,5,1259,Mobile,2584,0,3,Paid Ads,0,99.02842879094888,135
30,Male,Suburban,178,30,4,5,252,2,338,0,False,4,27,Mobile,1246,8,0,Email,0,33.0713769126676,338
67,Other,Rural,31,25,16,2,44,7,114,0,False,7,1055,Tablet,1331,12,5,Organic Search,0,59.56752864298587,114
24,Female,Rural,201,11,3,1,89,5,196,0,True,8,1378,Tablet,183,14,4,Paid Ads,1,42.044665087103105,196
44,Other,Rural,511,42,16,4,488,1,347,0,True,9,581,Mobile,3536,6,2,Organic Search,1,87.8384683739686,347
67,Other,Urban,237,12,11,4,461,5,286,0,True,1,1681,Desktop,1976,13,2,Paid Ads,0,77.52283245192064,286
37,Other,Suburban,408,46,3,2,284,1,202,0,True,6,202,Tablet,3547,9,3,Email,1,63.8570489680889,202
56,Female,Suburban,319,4,15,3,119,5,148,0,True,9,1818,Desktop,1913,0,0,Social Media,1,16.971345113096746,148
50,Male,Rural,74,21,16,1,102,19,287,0,False,9,363,Mobile,1841,4,2,Social Media,1,12.46183021756593,287
32,Male,Rural,415,5,12,2,203,12,209,0,True,4,1565,Tablet,1917,8,0,Social Media,1,20.51263048403984,209
22,Male,Suburban,561,34,14,3,279,15,188,0,False,7,139,Mobile,1467,1,0,Social Media,0,88.5994572487681,188
58,Other,Suburban,85,6,4,3,140,11,240,0,True,2,1186,Desktop,1984,6,5,Email,1,57.608002030758314,240
44,Female,Urban,319,3,7,1,202,10,367,0,True,5,758,Mobile,2719,7,3,Social Media,1,14.933089322533393,367
49,Female,Suburban,600,43,10,3,49,16,222,0,False,8,1980,Mobile,1302,0,1,Organic Search,0,86.86217953624757,222
33,Other,Suburban,212,23,5,1,198,14,484,0,False,8,359,Tablet,1602,6,2,Social Media,0,49.3635664239382,484
20,Male,Rural,27,15,11,2,205,17,240,0,False,8,951,Tablet,430,13,5,Paid Ads,0,97.58501258355868,240
46,Male,Rural,599,15,18,4,156,17,209,0,True,3,327,Desktop,349,0,4,Organic Search,0,95.54965119639209,209
48,Other,Suburban,50,36,12,1,41,17,34,0,True,6,1478,Tablet,2100,4,2,Organic Search,0,97.60793207058589,34
29,Male,Rural,145,27,5,5,176,15,279,0,False,4,984,Mobile,1603,7,1,Email,0,55.18439541909173,279
66,Other,Suburban,280,3,4,2,429,12,383,0,True,9,997,Mobile,3564,6,3,Social Media,0,83.76487166075502,383
69,Other,Urban,387,38,16,2,222,0,321,0,False,8,1649,Mobile,2322,7,3,Social Media,1,51.50519734930248,321
58,Male,Suburban,17,29,4,2,299,10,396,0,False,5,266,Mobile,2144,12,1,Email,0,43.770882467879204,396
28,Female,Rural,49,39,15,1,168,11,211,0,False,6,100,Mobile,2013,14,1,Paid Ads,0,55.55872722261114,211
40,Female,Urban,225,14,0,4,33,16,306,0,True,10,1478,Desktop,1593,11,1,Email,0,40.89144868036469,306
56,Other,Urban,184,35,5,1,338,15,347,0,True,6,244,Mobile,1280,6,5,Paid Ads,0,28.747485259603874,347
31,Female,Rural,248,46,2,5,241,14,314,0,False,4,672,Mobile,3162,10,0,Social Media,1,63.56161696788062,314
29,Female,Rural,82,31,5,3,236,3,72,0,False,1,1810,Mobile,755,11,5,Email,0,96.48449907651755,72
48,Male,Urban,99,32,20,2,48,4,349,0,True,4,1821,Desktop,1295,6,5,Social Media,0,39.23073484372564,349
52,Male,Suburban,221,37,15,5,56,5,228,0,True,7,1797,Desktop,1402,11,1,Paid Ads,0,16.047372370960083,228
61,Female,Urban,422,25,0,4,150,15,102,0,False,4,87,Mobile,2676,1,5,Email,0,43.57023607327188,102
49,Male,Suburban,433,40,1,2,11,15,383,0,True,1,516,Mobile,2977,2,0,Email,0,27.910574920434826,383
37,Male,Suburban,41,27,12,4,421,19,172,0,True,1,1057,Mobile,361,2,4,Paid Ads,1,74.39998590963457,172
42,Other,Urban,244,41,15,3,374,5,415,0,True,6,1530,Desktop,1919,9,5,Paid Ads,0,25.929176780538086,415
50,Other,Rural,418,22,5,1,54,0,416,0,False,5,260,Mobile,1650,9,5,Organic Search,0,24.973865169052928,416
25,Male,Urban,76,46,0,2,271,6,496,0,True,8,1005,Mobile,277,1,0,Social Media,0,11.73109691463077,496
69,Other,Suburban,444,13,20,2,329,1,81,0,False,4,1465,Desktop,2832,1,4,Social Media,0,87.9610534657161,81
32,Female,Urban,239,37,9,4,438,18,20,0,False,2,1010,Desktop,479,15,2,Email,1,97.58977650831633,20
69,Female,Urban,523,42,7,2,294,14,119,0,True,7,1105,Desktop,539,7,2,Email,1,26.87260486858698,119
62,Male,Suburban,141,48,1,4,172,14,56,0,True,7,310,Desktop,2677,14,4,Organic Search,0,12.35413469457101,56
37,Female,Suburban,30,3,16,3,199,6,298,0,True,7,357,Mobile,1659,7,0,Paid Ads,0,47.29236106032689,298
69,Other,Rural,54,9,16,5,157,3,255,0,False,10,1571,Desktop,1535,2,2,Organic Search,1,90.3196150964675,255
45,Other,Suburban,546,18,12,2,174,17,161,0,True,1,1519,Tablet,756,14,5,Organic Search,0,55.71969808611669,161
33,Female,Urban,521,6,2,3,110,3,239,0,False,4,220,Desktop,782,0,2,Paid Ads,0,18.95485029202249,239
28,Male,Rural,492,23,17,2,16,11,284,0,True,3,1854,Tablet,1520,11,0,Social Media,0,89.74661058564578,284
62,Other,Urban,482,31,0,2,20,5,463,0,True,6,391,Tablet,2444,5,1,Paid Ads,1,40.91627063119966,463
70,Male,Urban,54,45,4,5,382,16,361,0,False,6,1107,Tablet,1492,2,5,Email,1,71.27244889761192,361
59,Male,Suburban,91,9,20,5,18,9,352,0,True,7,561,Tablet,545,15,4,Email,0,82.89947919863249,352
54,Other,Suburban,600,8,13,5,253,10,112,0,False,9,802,Tablet,1012,0,5,Organic Search,0,77.43808810384868,112
45,Male,Rural,503,1,2,5,142,18,271,0,False,3,520,Mobile,2634,13,4,Social Media,0,50.930080704196634,271
32,Other,Urban,401,42,5,3,129,7,387,0,False,6,207,Tablet,3348,6,2,Social Media,0,17.64503795683469,387
60,Female,Urban,594,31,20,5,438,0,70,0,True,8,939,Tablet,1394,12,2,Organic Search,0,16.613070466073083,70
50,Male,Urban,339,22,18,5,75,17,175,0,False,8,1208,Mobile,1409,10,3,Organic Search,0,30.36631468370794,175
65,Other,Suburban,88,6,16,1,405,2,151,0,True,10,1486,Desktop,3458,10,0,Social Media,0,78.21625456845099,151
36,Male,Rural,59,16,7,4,124,15,307,0,False,10,871,Tablet,3371,13,0,Paid Ads,0,19.005427565588516,307
52,Male,Rural,295,40,6,1,380,18,429,0,False,1,801,Desktop,67,7,4,Email,0,53.45300901580411,429
39,Other,Urban,88,33,12,2,442,11,404,0,True,7,421,Tablet,1558,9,0,Organic Search,0,97.46322167651164,404
43,Male,Urban,363,16,14,1,152,3,437,0,False,8,692,Tablet,412,7,3,Social Media,1,99.35424524881428,437
39,Male,Suburban,238,15,2,3,460,18,216,0,True,10,1970,Tablet,367,0,0,Organic Search,1,96.5179103170979,216
30,Other,Urban,407,3,9,3,99,7,360,0,False,5,1619,Tablet,3544,3,0,Email,0,15.0777480860435,360
26,Other,Suburban,254,50,12,5,53,11,39,0,False,5,855,Mobile,2096,0,3,Social Media,0,42.31561885733438,39
30,Male,Rural,437,9,3,4,357,18,170,0,False,4,608,Tablet,800,6,2,Organic Search,0,60.364754859572116,170
57,Female,Urban,490,1,2,4,72,11,118,0,True,9,760,Mobile,1668,2,1,Organic Search,0,31.83086704438141,118
44,Other,Suburban,233,43,18,5,307,6,442,0,False,6,905,Tablet,1170,8,3,Email,0,21.52027002213724,442
27,Other,Suburban,116,39,4,4,342,1,144,0,True,7,1810,Mobile,1216,12,2,Paid Ads,1,38.61202535639727,144
32,Male,Suburban,576,42,9,5,139,14,230,0,False,8,564,Mobile,2965,9,2,Organic Search,0,92.94000525432351,230
23,Female,Urban,293,21,8,5,449,8,250,0,False,5,1894,Tablet,704,9,4,Organic Search,0,54.559018338967945,250
20,Male,Suburban,207,34,18,5,47,0,450,0,True,6,1107,Mobile,877,10,2,Email,0,11.4683429647818,450
35,Other,Rural,544,28,11,2,195,15,80,0,False,3,796,Mobile,1155,4,4,Email,1,19.819581991269622,80
67,Female,Urban,227,33,15,3,169,18,347,0,True,4,289,Desktop,923,4,3,Paid Ads,1,64.70791681426374,347
20,Male,Rural,412,32,18,5,142,7,410,0,False,2,1296,Desktop,3336,14,4,Social Media,1,38.35037432001167,410
20,Female,Rural,121,2,15,2,64,19,145,0,False,10,150,Mobile,2340,15,4,Email,0,38.596974987296285,145
20,Female,Suburban,424,42,3,5,190,6,278,0,False,2,1392,Desktop,505,12,1,Paid Ads,1,77.3703080672467,278
66,Male,Suburban,411,25,12,3,334,5,405,0,False,9,26,Mobile,2329,3,5,Email,0,59.298332313914614,405
22,Female,Rural,81,7,8,5,276,15,230,0,False,9,1062,Desktop,3069,2,1,Paid Ads,0,20.274720357083083,230
42,Male,Rural,409,34,12,1,215,16,87,0,True,6,490,Desktop,2405,6,2,Email,0,99.24671933337015,87
31,Female,Rural,215,42,14,1,60,5,308,0,True,4,1368,Tablet,1180,7,5,Organic Search,0,75.33216277808006,308
60,Other,Suburban,272,30,6,4,345,16,76,0,True,9,1920,Mobile,1716,5,5,Social Media,0,60.70234969650834,76
69,Male,Rural,136,17,5,5,90,17,198,0,True,8,1166,Mobile,980,8,5,Organic Search,0,21.016419931406713,198
55,Male,Suburban,227,11,12,2,366,7,425,0,True,9,1920,Tablet,3139,8,1,Social Media,1,88.57780574358178,425
27,Other,Rural,153,5,8,1,316,19,493,0,True,6,1265,Desktop,2231,13,1,Paid Ads,0,90.9096905114146,493
19,Male,Suburban,295,17,16,2,296,8,79,0,False,5,1098,Desktop,3511,14,0,Organic Search,1,12.731993207512978,79
68,Other,Urban,101,12,18,2,369,2,143,0,True,5,468,Desktop,1641,2,2,Organic Search,0,92.9001111527145,143
65,Other,Rural,281,23,17,1,250,6,283,0,False,4,1387,Mobile,2610,2,3,Paid Ads,0,65.3826756642342,283
67,Female,Urban,249,5,6,5,67,9,413,0,False,2,1606,Desktop,2837,4,1,Email,0,89.60181027638082,413
24,Other,Urban,130,47,14,3,204,14,353,0,True,3,505,Tablet,2789,15,3,Organic Search,0,68.04684211866096,353
54,Male,Suburban,347,15,2,3,351,16,306,0,True,5,1681,Mobile,2798,15,3,Social Media,0,17.10644594712434,306
27,Female,Suburban,279,4,6,2,193,19,457,0,False,10,1230,Desktop,2069,0,2,Organic Search,0,76.61120228080614,457
57,Male,Urban,10,34,10,1,47,10,278,0,True,1,75,Desktop,2514,8,0,Organic Search,0,12.250655595555546,278
36,Male,Suburban,322,41,1,5,303,18,101,0,False,10,1915,Mobile,203,15,4,Social Media,1,57.49409221727511,101
47,Other,Rural,472,14,11,5,243,4,351,0,False,4,387,Tablet,2693,6,0,Email,1,63.196462786049,351
59,Other,Suburban,254,5,15,2,101,16,304,0,True,9,1396,Mobile,1668,2,3,Organic Search,0,15.873478209466212,304
39,Female,Urban,417,45,15,3,263,0,460,0,False,4,848,Tablet,1896,3,5,Organic Search,1,52.3801024693735,460
34,Female,Rural,343,50,19,1,226,4,166,0,False,7,1659,Mobile,291,8,4,Social Media,0,61.35073186234422,166
55,Male,Suburban,245,48,20,3,294,2,365,0,True,5,593,Tablet,911,9,5,Email,0,98.12132709849146,365
25,Female,Urban,322,38,19,4,126,2,243,0,True,3,1575,Desktop,1521,4,4,Paid Ads,0,59.15911350175256,243
64,Other,Suburban,459,20,10,5,317,10,256,0,False,10,1897,Mobile,3189,1,1,Organic Search,0,12.718148766403706,256
46,Other,Suburban,373,26,7,4,451,0,286,0,True,4,436,Mobile,1049,11,3,Paid Ads,0,27.671918588848207,286
37,Other,Suburban,348,15,16,2,378,2,337,0,False,9,1492,Desktop,2592,1,1,Organic Search,0,81.3821942850184,337
60,Female,Urban,190,43,7,5,355,0,90,0,False,5,1913,Mobile,3429,13,4,Email,0,91.97703426732488,90
28,Female,Rural,401,10,20,2,299,10,43,0,False,3,947,Desktop,1069,5,5,Organic Search,0,75.34349099700185,43
